title,source,published,link,rank_score,viral_score,relevance_score,breaking_score,engagement_score,category,why,headline,ai_summary,poster_text,hashtags,image_prompt,poster_portrait,poster_square,poster_landscape
FIFA Women's Champions Cup 2026™,FIFA Inside – Inside Home,,https://www.fifa.com/en/tournaments/womens/womens-champions-cup/2026,100,95,95,90,95,ranking,FIFA Women's Champions Cup 2026 brings together top women's teams.,FIFA Women's Champions Cup 2026™,,FIFA Women's Champions Cup 2026™,,"A high-energy, dramatic newsroom scene at a major sports network with a breaking news wall displaying the FIFA Women's Champions Cup 2026 logo in deep blue and gold. The logo should be prominently displayed on the wall with a golden glow effect to convey importance. In the foreground, a group of excited sports journalists and pundits are standing around a large TV screen displaying a live broadcast of the tournament, with a packed stadium in the background. The audience is cheering and holding up flags of various countries. The lighting should be bright and dynamic, with a mix of overhead lights and flashing camera lights to create a sense of urgency. The atmosphere should be electric and chaotic, with people jumping up and down and high-fiving each other. The composition should be busy and crowded, with multiple elements competing for attention. In the distance, a giant screen displays a live feed of the tournament, with the teams' colors and country flags prominently displayed., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/FIFA_Women_s_Champions_Cup_2026__portrait_1781682712.png,/home/mahir/Desktop/News_Agent-main/posters/FIFA_Women_s_Champions_Cup_2026__square_1781682711.png,/home/mahir/Desktop/News_Agent-main/posters/FIFA_Women_s_Champions_Cup_2026__landscape_1781682713.png
History made as FIFA World Cup 2026™ match features all-female medical team,FIFA Inside – Inside Home,15 Jun 2026,https://www.inside.fifa.com/news/history-made-world-cup-2026-all-female-medical-team,99,95,80,90,95,announcement,History made as FIFA World Cup 2026 match features all-female medical team.,First-Ever All-Female Medical Team at FIFA World Cup 2026,"এক উল্লেখযোগ্য মুহূর্তে, ফিফা বিশ্ব কাপ ২০২৬ এর একটি ম্যাচে একটি মহিলা ডাক্তারী দল সক্রিয় ছিল। এই ঐতিহাসিক মাইলফলক খেলাধুলার রোগ বিজ্ঞানে সমতার দিকে একটি গুরুত্বপূর্ণ ধাপ নিয়েছে। দলের পেশাদার দক্ষতা এবং নিঃস্বার্থতার কারণে খেলোয়াড়দের মাঠে নিরাপত্তা নিশ্চিত হয়েছে।",প্রথম মহিলা ডাক্তার দল,FIFAWorldCup2026 AllFemaleMedicalTeam SportsMedicine EqualityInSports WomenInSports FIFAFootball WorldCupHistory MedicalTeam WomenEmpowerment,"A dynamic, high-energy image of a FIFA World Cup stadium at dusk, with the deep blue and gold branding prominently displayed on the big screen and throughout the stands. In the foreground, a group of female medical professionals in crisp white coats and matching gold ID badges rush onto the pitch, their faces focused and determined as they prepare to tend to an athlete. The crowd is on their feet, cheering and waving their arms in support, with a sea of national flags (Brazil, Germany, France) and team colors (Argentina blue and white, England red and white) visible in the stands. The atmosphere is electric, with flashing lights and pyrotechnics illuminating the night sky. The action is fast-paced and intense, capturing the excitement and sense of history being made., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/History_made_as_FIFA_World_Cup_2026_portrait_1781682717.png,/home/mahir/Desktop/News_Agent-main/posters/History_made_as_FIFA_World_Cup_2026_square_1781682715.png,/home/mahir/Desktop/News_Agent-main/posters/History_made_as_FIFA_World_Cup_2026_landscape_1781682718.png
FIFA World Cup™ breaks broadcast records across the board,FIFA Inside – Inside Home,16 Jun 2026,https://www.inside.fifa.com/media-releases/world-cup-breaks-broadcast-records-across-board,96,95,80,80,85,announcement,"FIFA World Cup breaks broadcast records across the board, sparking excitement among fans.",FIFA World Cup™ breaks broadcast records across the board,,FIFA World Cup™ breaks broadcast records,,"A high-energy, action-packed scene of a crowded newsroom with reporters and editors frantically typing away on their computers, answering phone calls, and shouting to each other in the midst of a breaking news story. The atmosphere is electric, with flashing lights and sirens blaring in the background to emphasize the urgency of the situation. A large, sleek, and modern television screen dominates the center of the room, displaying a massive, scrolling ticker with the breaking news headline: 'FIFA World Cup breaks broadcast records across the board.' The room is filled with the colors of the FIFA 2027 branding, deep blue and gold, with flags and team colors subtly integrated into the chaos. Reporters are shown holding up smartphones, laptops, and printouts, with some even gesturing excitedly to their colleagues as they share the news. The overall mood is one of excitement, surprise, and energy, with a sense of 'this is happening now' and 'you won't believe this.', professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/FIFA_World_Cup__breaks_broadcast_re_portrait_1781682723.png,/home/mahir/Desktop/News_Agent-main/posters/FIFA_World_Cup__breaks_broadcast_re_square_1781682721.png,/home/mahir/Desktop/News_Agent-main/posters/FIFA_World_Cup__breaks_broadcast_re_landscape_1781682724.png
FIFA U-20 Women’s World Cup Poland 2026™,FIFA Inside – Inside Home,,https://www.fifa.com/en/tournaments/womens/u20womensworldcup/poland-2026,96,85,90,80,90,ranking,FIFA U-20 Women’s World Cup Poland 2026 features young female talent.,FIFA U-20 Women’s World Cup Poland 2026™,,FIFA U-20 Women’s World Cup Poland 2026™,,"A large, bold, and eye-catching poster with a vibrant and energetic atmosphere, capturing the excitement of the FIFA U-20 Women's World Cup Poland 2026. In the foreground, a dramatic and dynamic scene of young female footballers in motion, with one player jumping high in the air, another one sliding on the ground, and a third one kicking the ball. The players are dressed in their respective team kits, with the Polish national team's flag prominently displayed at the top of the poster. The background is a blurred and gradient-style image of a busy, cheering stadium filled with fans waving flags and banners. The lighting is bright and intense, with a mix of warm and cool tones. The overall composition is balanced, with a focus on the players and the action, and a subtle hint of the country's deep blue and gold colors from the FIFA 2027 branding. The energy is high and the mood is electric., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/FIFA_U_20_Women_s_World_Cup_Poland__portrait_1781682728.png,/home/mahir/Desktop/News_Agent-main/posters/FIFA_U_20_Women_s_World_Cup_Poland__square_1781682727.png,/home/mahir/Desktop/News_Agent-main/posters/FIFA_U_20_Women_s_World_Cup_Poland__landscape_1781682729.png
FIFA President Gianni Infantino says start of the FIFA World Cup 2026™ has “gone beyond our expectations”,FIFA Inside – Inside Home,14 Jun 2026,https://www.inside.fifa.com/news/fifa-world-cup-gianni-infantino-usa-canada-mexico,90,80,80,80,85,announcement,FIFA President Gianni Infantino says start of the FIFA World Cup 2026 has “gone beyond our expectations”.,FIFA World Cup 2026 Surpasses Expectations,"ফিফা সভাপতি জিয়ানি ইনফান্তিনো জানান যে, ২০২৬ সালের ফিফা বিশ্বকাপ সফলভাবে শুরু হয়েছে। এ প্রতিযোগিতাটি বৈশ্বিকভাবে সুপরিচিত হয়েছে এবং সমগ্র বিশ্ব জুড়ে অত্যন্ত উত্তেজনা সৃষ্টি হয়েছে। ভক্তরা রমণীয় ম্যাচের জন্য অপেক্ষা করছেন।",ফিফা বিশ্বকাপ ২০২৬ শুরু করেছে,FIFAWorldCup2026 FIFA WorldCup2026 Sports Football Soccer GiantOfFootball GlobalEvent,"A dynamic and dramatic breaking news scene with a blurred cityscape in the background, featuring a massive digital billboard or LED screen displaying the words FIFA WORLD CUP 2026 in deep blue and gold colors, with a 3D effect and neon lights. The atmosphere is electric, with a sense of excitement and urgency. A group of people in the foreground, including a journalist, a camera crew, and a few onlookers, are all reacting with shock and amazement to the news. The journalist is pointing at the screen, and one of the crew members is capturing the moment on camera. The scene is well-lit, with a mix of natural and artificial light, and the flags of different countries are waving in the wind. The colors are vibrant, and the energy is palpable. In the distance, a team of police officers or security personnel are keeping a watchful eye on the crowd. The overall mood is one of euphoria and celebration., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/FIFA_President_Gianni_Infantino_say_portrait_1781682734.png,/home/mahir/Desktop/News_Agent-main/posters/FIFA_President_Gianni_Infantino_say_square_1781682732.png,/home/mahir/Desktop/News_Agent-main/posters/FIFA_President_Gianni_Infantino_say_landscape_1781682736.png
Messi rolls back the clock for Argentina to start ...,ESPN Soccer,"Wed, 17 Jun 2026 02:40:55 EST",https://www.espn.com/soccer/story/_/id/49090891/we-enjoy-messi-rolls-back-clock-argentina-start-last-dance-style,83,80,80,90,90,result,Messi's hat trick in the first game of the 2026 World Cup is a major statement,Messi Rolls Back the Clock for Argentina,"লিয়নেল মেসি ২০২৬ সালের ফিফা বিশ্বকাপের প্রথম ম্যচে একটি অদ্ভুত ট্রিপল হ্যাটট্রিক করেছেন, যা তাকে একটি রমজান বিজয়ের পথ দেয়। তার অপরিসীম ক্রীড়াশৈলী ক্রীড়া বিশ্বে শোকাবেশের সৃষ্টি করে, কারণ তার টুর্নামেন্টে অংশগ্রহণের সম্ভাবনার সম্ভাবনার সাথে সম্ভাবনার সাথে শোয়া হয়েছিল। মেসির উচ্চতর ক্রীড়াশৈলী তার দলের জন্য একটি উচ্চ স্তর সেট করেছে।",মেসি সময়ের ঘড়ি উল্টে দেয়,Argentina LionelMessi WorldCup2026 HatTrick Soccer Football Sports ArgentinaNationalTeam MessiMania,"A dynamic and vivid scene of a football stadium on a summer evening, with a massive crowd cheering in the background. The atmosphere is electric as the scoreboard lights flash with the score. The camera is positioned on the edge of the field, capturing the moment when Lionel Messi scores his third goal of the game, surrounded by his teammates in their Argentina jerseys with the sky blue and white colors. Messi is in mid-air, ball at his feet, with his arms outstretched in celebration. The stadium lights shine bright, creating a sense of drama and excitement. The Argentine flag waves proudly in the top left corner of the frame, with the FIFA 2027 deep blue and gold branding colors subtly integrated into the scene. The composition is cinematic, with a shallow depth of field emphasizing Messi's movement and the stadium's energy., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Messi_rolls_back_the_clock_for_Arge_portrait_1781682738.png,/home/mahir/Desktop/News_Agent-main/posters/Messi_rolls_back_the_clock_for_Arge_square_1781682737.png,/home/mahir/Desktop/News_Agent-main/posters/Messi_rolls_back_the_clock_for_Arge_landscape_1781682739.png
Extraordinary Messi makes more history in masterclass for the ages,BBC Sport Football,"Wed, 17 Jun 2026 07:17:39 GMT",https://www.bbc.com/sport/football/articles/ce8k2zzejklo?at_medium=RSS&at_campaign=rss,83,80,80,90,90,result,Messi's performance in the first game of the World Cup was extraordinary,Messi Shines in World Cup Opener: Argentina's Hero Emerges,"লিওনেল মেসি এর নেতৃত্বে আর্জেন্টিনা তাদের ফিফা বিশ্বকাপের প্রথম ম্যাচে জয়লাভ করেছে, যার ভেতরে তিনি অবিশ্বাস্য মানসিক পাবলিক অ্যাপিয়ারেন্স দিয়েছেন যা উভয় ভক্ত ও প্রতিপক্ষকে আশ্চর্য করে দিয়েছেন। আদর্শ খেলোয়াড়ের অতুলনীয় দক্ষতা ও নির্ভীক মনোযোগের অসাধারণ পরিচয় তাকে তার এক দিনের নায়ক করে তুলেছে।",মেসি খেলার শুরুতে সৃজনশীল,WorldCup Argentina Messi Football Sports ArgentinaVsOpponents WorldCupOpener FootballLegend MessiMagic,"A high-energy, action-packed scene with a blurred crowd in the background, packed stadium with thousands of fans cheering and waving Argentina flags, national flags of Argentina prominently displayed in the foreground, deep blue and gold colors of FIFA 2027 branding visible, bright stadium lights illuminating the scene, Lionel Messi in mid-air, celebrating a goal with open arms, ball flying through the air, teammates surrounding him, confetti and smoke in the air, a sense of excitement and tension palpable, dynamic composition with multiple elements leading the viewer's eye to Messi's triumphant gesture, warm and golden light on Messi's face, cool blue tones on the crowd, deep shadows on the stadium seats to create depth, a sense of movement and fluidity throughout the image., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Extraordinary_Messi_makes_more_hist_portrait_1781682743.png,/home/mahir/Desktop/News_Agent-main/posters/Extraordinary_Messi_makes_more_hist_square_1781682741.png,/home/mahir/Desktop/News_Agent-main/posters/Extraordinary_Messi_makes_more_hist_landscape_1781682745.png
Norway win as Haaland nets two in debut at WC,ESPN Soccer,"Wed, 17 Jun 2026 01:11:02 EST",https://www.espn.com/soccer/story/_/id/49087413/erling-haaland-scores-two-world-cup-debut-norway-win,82,80,90,70,90,result,Erling Haaland has scored two goals on his World Cup debut for Norway.,Haaland Shines on Norway Debut with 2 Goals!,"ইর্লিং হোলান্ড তার প্রথম বিশ্বকাপ গেমে দুইটি গোল করে নেদারল্যান্ডকে ৪-১ গোলে পরাজিত করেছেন। হোলান্ডের প্রথম বিশ্বকাপ গোলটি দক্ষিণ আফ্রিকার বিপক্ষে করার ২৯ মিনিটের মধ্যেই গোল করেছে, যা তাকে বৃহত্তম তারকা হিসেবে পরিচিত করে তুলেছে।",হ্যাল্যান্ড দ্বারা নরওয়ের জন্য দুটি গোল।,Norway WorldCup Haaland Football Soccer ESPN Sports,"A dynamic, high-energy image of a packed stadium with a vibrant, electric atmosphere. The camera captures the excitement on the faces of the enthusiastic crowd as they watch Erling Haaland score his second goal, celebrating with his teammates in a sea of red and white Norway jerseys, with the Norwegian flag waving proudly in the top left corner. The stadium's floodlights illuminate the scene, casting a golden glow on the players and the crowd, while the deep blue sky above sets a sense of drama and tension. The action is frozen in time, with Haaland's teammates rushing to congratulate him, and the scoreboard displaying the match result in the background. The sense of movement and energy is palpable, as if the scene could unfold at any moment., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Norway_win_as_Haaland_nets_two_in_d_portrait_1781682747.png,/home/mahir/Desktop/News_Agent-main/posters/Norway_win_as_Haaland_nets_two_in_d_square_1781682746.png,/home/mahir/Desktop/News_Agent-main/posters/Norway_win_as_Haaland_nets_two_in_d_landscape_1781682748.png
FIFA's Member Associations gather in Miami to shape the future of the global game,FIFA Inside – Advancing Football,15 Jun 2026,https://www.inside.fifa.com/news/member-associations-miami-future-global-game,80,90,90,0,80,announcement,FIFA's Member Associations gather to shape the future of football,FIFA MAs Unite to Shape Football's Future in Miami,"ফিফায়ের সদস্য সংঘ মাইয়ামিতে মতামত বিনিময়, সম্পর্ক শক্তিশালী করা, এবং খেলার ভবিষ্যৎ গঠনের জন্য একসঙ্গে আসে। এই ঘটনাটি ফুটবলকে বিশ্বব্যাপী অগ্রসর করার একটি গুরুত্বপূর্ণ ধাপ। বিশ্বব্যাপী প্রতিনিধিরা ফিফা নির্বাহী ফুটবল সম্মেলন ২০২৬-এ অংশগ্রহণ করছে।",ফিফা নির্বাচিত সভাপতি ফুটবলের ভবিষ্যত নক্ষত্র গড়ে তোলেন,FIFAMemberAssociations FootballSummit Miami2026 FIFAInside AdvancingFootball GlobalFootball FootballDevelopment SportsLeadership,"A packed, electric stadium filled with thousands of screaming fans under a dramatic, nighttime sky with neon city lights of Miami in the background. A massive LED screen above the field displays the FIFA MAs Unite logo in deep blue and gold, pulsating with a dynamic energy. A group of dignitaries, including FIFA officials and delegates from various Member Associations, stand on the field, shaking hands and smiling in a symbol of unity as they unite to shape the future of football. The scene is bathed in a warm, golden glow from the stadium lights, with a few spotlights highlighting the action. National flags of various countries are visible in the crowd, waving in the air as the fans cheer. The atmosphere is one of excitement, hope, and anticipation, with the energy palpable and the mood electric., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/FIFA_s_Member_Associations_gather_i_portrait_1781682753.png,/home/mahir/Desktop/News_Agent-main/posters/FIFA_s_Member_Associations_gather_i_square_1781682751.png,/home/mahir/Desktop/News_Agent-main/posters/FIFA_s_Member_Associations_gather_i_landscape_1781682754.png
"FIFA Arena opens in Central Park, the first of 26 mini-pitches to be installed across New York",FIFA Inside – Advancing Football,8 Jun 2026,https://www.inside.fifa.com/news/world-cup-zohran-mamdani-new-york-central-park-gianni-infantino,80,90,90,0,80,announcement,"FIFA inaugurates its first mini-pitch in Central Park, New York",FIFA Unveils Central Park Mini-Pitch in NYC,"ফিফা নিউইয়র্কের সেন্ট্রাল পার্কে তার প্রথম ছোট মাঠটি উদ্বোধন করেছে, শহরে ফুটবলের এক ঐতিহাসিক মুহূর্ত ঘটিয়েছে। এই মাঠটি নিউইয়র্কে ২৬টি ছোট মাঠ স্থাপনের অংশ। এর সাথেই পিএফএফা ২০২৬টি বিশ্বকাপ ফাইনালের একটি ফ্রি ওয়াচ পার্টি ঘোষণা করা হয়েছে।",ফিফা কেন্দ্রীয় উদ্যানের মাঠ উন্মোচন করেছে,FIFAArena CentralPark NewYorkCity FIFAWorldCup MiniPitches FootballForAll Soccer NYC,"A dynamic, high-energy scene of a packed Central Park in New York City with people cheering and holding up flags as they watch the inauguration of FIFA's first mini-pitch. The sun is shining down, casting a warm glow over the scene, with a few wispy clouds drifting lazily by in the sky. The mini-pitch is the main focus, with players and officials gathered around it, surrounded by a sea of deep blue and gold balloons and streamers, reflecting the FIFA 2027 branding colors. The atmosphere is electric, with people jumping up and down, waving their arms, and screaming with excitement as they wait for the big moment. The composition is dynamic, with diagonal lines and shapes leading the viewer's eye to the mini-pitch, and the lighting is bright and dramatic, with a few shafts of light illuminating the scene. National flags are waving in the breeze, adding a pop of color to the scene. The overall mood is one of triumph and celebration., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/FIFA_Arena_opens_in_Central_Park__t_portrait_1781682759.png,/home/mahir/Desktop/News_Agent-main/posters/FIFA_Arena_opens_in_Central_Park__t_square_1781682758.png,/home/mahir/Desktop/News_Agent-main/posters/FIFA_Arena_opens_in_Central_Park__t_landscape_1781682761.png
