title,source,published,link,rank_score,viral_score,relevance_score,breaking_score,engagement_score,category,why,headline,ai_summary,poster_text,hashtags,image_prompt,poster_portrait,poster_square,poster_landscape
Tunisia sack Lamouchi just one game into World Cup,BBC Sport Football,"Tue, 16 Jun 2026 06:43:19 GMT",https://www.bbc.com/sport/football/articles/cp8rldpky7wo?at_medium=RSS&at_campaign=rss,88,80,100,90,80,result,Tunisia sacks manager Sabri Lamouchi after one game into World Cup,Tunisia Sacks Manager After One World Cup Match,Tunisia's World Cup campaign has taken a shocking turn as they sack manager Sabri Lamouchi after just one game. Former Morocco and Saudi Arabia manager Herve Renard is set to take over. The decision has left fans stunned and wondering what's next for the team.,Tunisia Sacks Manager,Tunisia WorldCup SabriLamouchi HerveRenard Football Sports TunisiaNationalTeam WorldCup2022,"A fast-paced and energetic breaking news image of a packed football stadium at night with a huge LED screen in the background displaying a shocking news ticker. The screen shows the FIFA 2027 logo in deep blue and gold, with the words 'BREAKING NEWS' in bold and gold, while the news ticker scrolls with the headline 'TUNISIA SACKS MANAGER SABRI LAMOUCHI AFTER ONE WORLD CUP MATCH'. The stadium is filled with fans from Tunisia, Morocco, and Saudi Arabia, all cheering and holding up their national flags, with the Tunisian flag prominently displayed in the foreground. The fans are dressed in their team's colors, with the Tunisian players in red and white, and the Moroccan and Saudi players in their respective colors. A dramatic spotlight shines down on the field, where the players can be seen celebrating a goal or reacting to the news. The atmosphere is electric, with confetti and fireworks exploding in the background. The image is in motion, with a sense of urgency and excitement., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Tunisia_sack_Lamouchi_just_one_game_portrait_1781608388.png,/home/mahir/Desktop/News_Agent-main/posters/Tunisia_sack_Lamouchi_just_one_game_square_1781608387.png,/home/mahir/Desktop/News_Agent-main/posters/Tunisia_sack_Lamouchi_just_one_game_landscape_1781608390.png
Iran 'most oppressed' team at World Cup - Ghalenoei,BBC Sport Football,"Tue, 16 Jun 2026 07:16:25 GMT",https://www.bbc.com/sport/football/articles/ckg48wvv0v2o?at_medium=RSS&at_campaign=rss,88,80,100,90,80,controversy,Iran's Amir Ghalenoei says his team is the 'most oppressed' in World Cup,Iran Coach Calls Team 'Most Oppressed' at World Cup,Iran's head coach Amir Ghalenoei claims his team is the most oppressed in the World Cup after last-minute travel restrictions. The restrictions have added to the team's stress and anxiety ahead of their tournament opener. Iran's players and staff are facing a tough start to the competition.,Iran's Coach Speaks Out,WorldCup Iran Football Controversy AmirGhalenoei IranNationalTeam LastMinuteRestrictions TravelProblems,"A dynamic, high-energy breaking news scene with a FIFA 2027 deep blue background gradient, featuring a close-up of Iranian national team coach Amir Ghalenoei in a heated discussion with a reporter, surrounded by FIFA 2027 gold accents and spotlights. The atmosphere is tense and dramatic, with the Iranian national flag waving in the background. The scene is set in a bustling press conference room with reporters and camera crews in the foreground, all focused on the controversy. The Iranian team colors, green and white, are subtly integrated into the scene through the coach's clothing and team flags. The lighting is bright and intense, with dramatic shadows emphasizing the emotions of the moment. The composition is dynamic, with the coach and reporter at the center, and the crowd blurred in the background. The air is electric, conveying the shock and surprise of the coach's statement., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Iran__most_oppressed__team_at_World_portrait_1781608394.png,/home/mahir/Desktop/News_Agent-main/posters/Iran__most_oppressed__team_at_World_square_1781608393.png,/home/mahir/Desktop/News_Agent-main/posters/Iran__most_oppressed__team_at_World_landscape_1781608396.png
Meet the Iraq player set to make history for Pakistan,BBC Sport Football,"Tue, 16 Jun 2026 06:52:02 GMT",https://www.bbc.com/sport/football/articles/c99lzern58eo?at_medium=RSS&at_campaign=rss,88,80,100,90,80,announcement,Iraq player Zidane Iqbal will make history by playing for Pakistan,Meet Zidane Iqbal: The Iraqi Player Making History for Pakistan,"Zidane Iqbal, a former Manchester United player, is all set to make history. He will become the first player of Pakistani heritage to feature at a men's World Cup by playing for Iraq this summer.",Zidane Iqbal Makes History,Iraq Pakistan WorldCup Football HistoryInTheMaking ZidaneIqbal ManchesterUnited BBCSport,"A high-energy sports news scene with a breaking news feel. A packed stadium at sunset with a deep blue sky and golden hour lighting. In the foreground, Zidane Iqbal, dressed in a Pakistan football jersey with green and white colors, is in mid-action, celebrating a goal with his teammates. The Pakistan national flag is prominently displayed, while in the background, the Iraq national flag is visible, symbolizing Zidane's heritage. The FIFA 2027 branding is subtly integrated with deep blue and gold accents throughout the scene. The stadium seats are filled with excited fans in green and white, cheering and waving flags. The atmosphere is electric, with confetti and balloons adding to the celebratory feel., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Meet_the_Iraq_player_set_to_make_hi_portrait_1781608399.png,/home/mahir/Desktop/News_Agent-main/posters/Meet_the_Iraq_player_set_to_make_hi_square_1781608398.png,/home/mahir/Desktop/News_Agent-main/posters/Meet_the_Iraq_player_set_to_make_hi_landscape_1781608401.png
'He's the story' - Vozinha's epic goalkeeping display thwarts Spain,BBC Sport Football,"Mon, 15 Jun 2026 18:12:30 GMT",https://www.bbc.com/sport/football/videos/c75y6gp1qyyo?at_medium=RSS&at_campaign=rss,86,95,80,80,90,result,Cape Verde goalkeeper Vozinha produces a masterclass in goalkeeping to help his team record a 0-0 draw against Spain.,Vozinha's Heroics: Cape Verde Secure Historic 0-0 Draw vs Spain,Cape Verde goalkeeper Vozinha put on a masterclass display to help his team earn a 0-0 draw against Spain in the 2026 World Cup Group H fixture. The draw marks a historic moment for Cape Verde in the tournament. Vozinha's incredible goalkeeping skills were the key to securing the result.,Vozinha Saves the Day!,Vozinha CapeVerde Spain 2026WorldCup Goalkeeping Masterclass Draw WorldCup2026 Football,"A dynamic, action-packed image of a packed stadium with a dimly lit soccer field in the background, illuminated by flashes of camera lights. In the foreground, Cape Verde's goalkeeper, Vozinha, is seen making a spectacular diving save, his arms and body stretched out in a dramatic pose. The Spanish players are seen reacting in shock, while the Cape Verdean players are celebrating in the background. The atmosphere is electric, with the crowd cheering and waving their national flags. The Spanish and Cape Verdean flags are prominently displayed in the stands, with the Cape Verdean flag waving proudly in the foreground. The stadium lights are reflecting off the wet grass, creating a sense of movement and energy. The image should convey a sense of excitement and drama, capturing the intensity of the historic 0-0 draw., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/_He_s_the_story____Vozinha_s_epic_g_portrait_1781608404.png,/home/mahir/Desktop/News_Agent-main/posters/_He_s_the_story____Vozinha_s_epic_g_square_1781608403.png,/home/mahir/Desktop/News_Agent-main/posters/_He_s_the_story____Vozinha_s_epic_g_landscape_1781608406.png
Emotional full-time scenes as Cape Verde celebrate 0-0 draw against Spain,BBC Sport Football,"Mon, 15 Jun 2026 18:41:02 GMT",https://www.bbc.com/sport/football/videos/cpv34dv4rmgo?at_medium=RSS&at_campaign=rss,86,85,80,90,95,result,Cape Verde celebrate a 0-0 draw against Spain in the 2026 World Cup.,Emotional full-time scenes as Cape Verde celebrate 0-0 draw against Spain,Watch the emotional full-time scenes following Cape Verde's 0-0 draw against Spain in the 2026 World Cup.,Emotional full-time scenes as Cape Verde,,"A frenzied, action-packed scene of jubilation on the soccer field as the Cape Verde team celebrates their incredible 0-0 draw against Spain in the 2026 World Cup. The stadium is electric, with fans waving national flags and scarves in the colors of Cape Verde (sky blue and white) and Spain (red and yellow). The players and staff of Cape Verde are hugging, high-fiving, and crying tears of joy, surrounded by a sea of ecstatic supporters. The lighting is dramatic, with the golden hour sun dipping low in the sky, casting a warm glow over the chaos. The air is filled with the sound of cheering, whistling, and chanting, and the energy is palpable. The composition is dynamic, with players and fans spilling out of the field and into the stands. The sense of history and achievement is palpable, as this draw marks a major upset in the tournament., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Emotional_full_time_scenes_as_Cape__portrait_1781608410.png,/home/mahir/Desktop/News_Agent-main/posters/Emotional_full_time_scenes_as_Cape__square_1781608409.png,/home/mahir/Desktop/News_Agent-main/posters/Emotional_full_time_scenes_as_Cape__landscape_1781608412.png
Gyokeres & Isak score as Sweden put five past Tunisia,BBC Sport Football,"Mon, 15 Jun 2026 05:27:28 GMT",https://www.bbc.com/sport/football/videos/c20ymjjl8yko?at_medium=RSS&at_campaign=rss,85,90,80,80,90,result,"Sweden get their World Cup campaign off to an emphatic start, scoring five goals in a win over Group F opponents Tunisia.",Sweden Thrash Tunisia in World Cup Opener,"Sweden got their World Cup campaign off to an emphatic start, scoring five goals in a win over Group F opponents Tunisia. Watch highlights of the match. Sweden's victory sets them up perfectly for the rest of the group stage.",Sweden Thrash Tunisia 5-0,worldcup sweden tunisia football sports worldcup2022 groupf,"A dynamic, overhead view of a packed World Cup stadium at dusk, the sky ablaze with shades of deep blue and gold hues, evoking a sense of excitement and urgency. The camera captures the frenetic energy of the crowd, a sea of fans clad in Swedish blue and yellow jerseys and Tunisian red jerseys, their faces contorted in a mix of shock and awe. In the foreground, Swedish players in their iconic blue shirts and yellow shorts are seen celebrating in triumph, surrounded by a flurry of confetti and banners. The stadium lights shine brightly, casting a golden glow on the proceedings. The atmosphere is electric, with fans waving flags and holding up giant posters of the Swedish national team., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Gyokeres___Isak_score_as_Sweden_put_portrait_1781608415.png,/home/mahir/Desktop/News_Agent-main/posters/Gyokeres___Isak_score_as_Sweden_put_square_1781608414.png,/home/mahir/Desktop/News_Agent-main/posters/Gyokeres___Isak_score_as_Sweden_put_landscape_1781608417.png
Japan come from behind twice to draw with Netherlands,BBC Sport Football,"Sun, 14 Jun 2026 22:45:02 GMT",https://www.bbc.com/sport/football/videos/cnv9dzl62g6o?at_medium=RSS&at_campaign=rss,83,85,80,80,90,result,Japan come from behind twice to draw with Netherlands in their opening World Cup game in Dallas.,Japan Mount Epic Comeback Against Netherlands in World Cup Thriller,Japan fought back twice to earn a draw against Netherlands in their opening World Cup match. Daichi Kamada's late header saved a point for Japan. The match was a thrilling display of resilience from the Asian team.,Japan Comeback Thriller,Japan Netherlands WorldCup Football Comeback Thriller Dallas BBCSport,"a vibrant, high-energy sports news poster with a breaking news aesthetic, set in a bustling, crowded sports stadium with a massive screen behind the action, displaying a live soccer game. The stadium is filled with screaming fans waving national flags of Japan and the Netherlands, and the energy is electric. The atmosphere is tense, with the score tied and only minutes left to play. The action on the field is intense, with players from both teams chasing after the ball, their movements fast and fluid. The lighting is bright, with spotlights shining down on the field, and the colors of the teams, Japan's red and white and the Netherlands' orange and blue, are prominent. The style is dynamic, with bold lines and vibrant colors, capturing the excitement and drama of the game., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Japan_come_from_behind_twice_to_dra_portrait_1781608421.png,/home/mahir/Desktop/News_Agent-main/posters/Japan_come_from_behind_twice_to_dra_square_1781608419.png,/home/mahir/Desktop/News_Agent-main/posters/Japan_come_from_behind_twice_to_dra_landscape_1781608422.png
Frank's downfall: Inside his struggle to get players and fans onboard,BBC Sport Football,"Wed, 11 Feb 2026 19:51:53 GMT",https://www.bbc.com/sport/football/articles/cgmlv9d3k7no?at_medium=RSS&at_campaign=rss,83,90,80,80,80,announcement,Frank's downfall is a major managerial change,Thomas Frank's Tottenham Tenure Ends in Sudden Downfall,Thomas Frank has been sacked as Tottenham manager after eight months. BBC Sport's Sami Mokbel examines his tenure. Frank's struggles to win over players and fans sealed his fate.,Tottenham Sack Manager Frank,Tottenham ThomasFrank Football PremierLeague ManagerSacked BBCSport SamiMokbel Spurs PremierLeague,"A dynamic, high-energy breaking news scene set in a city street with a large digital billboard in the background displaying a prominent news channel's logo. The billboard features a massive, eye-catching headline with the words 'Thomas Frank's Tottenham Tenure Ends in Sudden Downfall' in bold, golden font. The atmosphere is intense and chaotic, with people rushing to and fro, their faces filled with shock and surprise. In the foreground, a group of Tottenham players, dressed in their home kit, are seen reacting to the news with a mix of disappointment and frustration. The team's deep blue and white colors are prominent, with the national flags of England fluttering in the wind. The lighting is dramatic, with flashes of golden light illuminating the scene, and a faint glow of city lights in the background. The composition is dynamic, with the players and the news billboard creating a sense of movement and energy. The overall mood is one of shock and upheaval, with the feeling that the Tottenham world has been turned upside down., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Frank_s_downfall__Inside_his_strugg_portrait_1781608426.png,/home/mahir/Desktop/News_Agent-main/posters/Frank_s_downfall__Inside_his_strugg_square_1781608424.png,/home/mahir/Desktop/News_Agent-main/posters/Frank_s_downfall__Inside_his_strugg_landscape_1781608427.png
Saudi Arabia hold off relentless Uruguay to earn draw,BBC Sport Football,"Tue, 16 Jun 2026 01:03:54 GMT",https://www.bbc.com/sport/football/videos/cvgedzwp21wo?at_medium=RSS&at_campaign=rss,81,80,80,80,90,result,Saudi Arabia's upset draw against Uruguay is a major storyline.,Underdogs Saudi Arabia Hold Off Uruguay's Relentless Pressure,Saudi Arabia held firm against relentless pressure to earn a 1-1 draw against two-time world champions Uruguay in their Group H opener at the Miami Stadium. The match saw a major upset as Saudi Arabia's defense withstood intense pressure from Uruguay. The result is a major storyline in the ongoing tournament.,Saudi Arabia Stuns Uruguay,SaudiArabia Uruguay Football Tournament MiamiStadium GroupH Underdogs Upset WorldChampions,"A dramatic, high-energy news poster with a sense of urgency and excitement, featuring a dynamic image of a soccer game in progress. The scene is set in a packed stadium with a sea of fans cheering in the background, waving flags and banners of Saudi Arabia and Uruguay. The lighting is bright and intense, with a golden glow from the stadium's floodlights illuminating the action on the pitch. The players are in mid-action, with the Saudi Arabia goalkeeper leaping to block a shot from the Uruguay striker, who is jumping high into the air with both feet off the ground. The Saudi Arabia team's colors, green and white, are prominent in the players' jerseys and the fans' scarves, while the Uruguay team's red shirts and blue trousers are also visible. The deep blue and gold colors of FIFA 2027 branding are subtly incorporated into the background, adding a touch of sophistication and prestige to the image. The overall composition is dynamic and chaotic, with a sense of movement and energy that draws the viewer's eye to the center of the image., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Saudi_Arabia_hold_off_relentless_Ur_portrait_1781608431.png,/home/mahir/Desktop/News_Agent-main/posters/Saudi_Arabia_hold_off_relentless_Ur_square_1781608430.png,/home/mahir/Desktop/News_Agent-main/posters/Saudi_Arabia_hold_off_relentless_Ur_landscape_1781608432.png
Vozinha heroics help Cape Verde hold Spain to goalless draw,BBC Sport Football,"Mon, 15 Jun 2026 18:52:44 GMT",https://www.bbc.com/sport/football/videos/c621kr6q2rro?at_medium=RSS&at_campaign=rss,81,80,80,80,90,result,Cape Verde's surprise draw against Spain is a major storyline.,Vozinha's Heroics Stun Spain in World Cup Opener,European champions Spain were held to a 0-0 draw by debutants Cape Verde in their World Cup opener. 40-year-old goalkeeper Vozinha produced a standout performance for his side. The surprise draw is a major storyline in Group H.,Vozinha Stuns Spain in World Cup,WorldCup Football Spain CapeVerde Vozinha GroupH EuropeanChampions Goalkeeper Sports,"A high-energy, breaking news scene with a bright and dramatic atmosphere. The stadium is filled with cheering fans and flashing camera lights. The composition features a dynamic, diagonal line leading the viewer's eye from the top left corner to the bottom right, where a stunning moment of a Cape Verde player, Vozinha, scores a goal. The scene is bathed in warm, golden light with deep blue accents matching the FIFA 2027 branding. The national flags of Spain and Cape Verde are prominently displayed in the stands, with the Spanish flag waving in the wind. The action is fast-paced, with players in motion, and the overall mood is one of shock and excitement. Vozinha is the central figure, celebrating the goal with a mix of joy and relief. The energy is electric, and the atmosphere is palpable., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Vozinha_heroics_help_Cape_Verde_hol_portrait_1781608436.png,/home/mahir/Desktop/News_Agent-main/posters/Vozinha_heroics_help_Cape_Verde_hol_square_1781608434.png,/home/mahir/Desktop/News_Agent-main/posters/Vozinha_heroics_help_Cape_Verde_hol_landscape_1781608437.png
