title,source,published,link,rank_score,viral_score,relevance_score,breaking_score,engagement_score,category,why,headline,ai_summary,poster_text,hashtags,image_prompt,poster_portrait,poster_square,poster_landscape
Livramento out of World Cup with Chalobah called up,Sky Sports Football,"Tue, 16 Jun 2026 13:00:00 BST",https://www.skysports.com/football/news/11095/13554613/world-cup-2026-tino-livramento-suffers-hamstring-injury-and-replaced-by-trevoh-chalobah-in-england-squad,83,90,80,80,80,injury,Tino Livramento's World Cup campaign is over due to injury,Livramento's World Cup in Shambles After Calf Injury,"ইংল্যান্ডের বিশ্বকাপ অভিযানে একটি ছুরি কাটা হয়েছে যেহেতু টিনো লিভারমোরিওর টুর্নামেন্ট শেষ। 

ডিফেন্ডার গ্লাইড ইনজুরি পেয়েছে, যা ট্রেভো চালোবাহের কল-আপের পথ প্রশস্ত করেছে।

টিনো লিভারমোরিওর বিশ্বকাপ আশার পুণ্যপৌষ ভেঙে গেছে গ্যারেথ সাউদার্টের দলের জন্য ভালো বনাম নেতিবাচক পরিণতির দিকে নিয়ে গিয়েছে।",লিভারমেন্টোর বিশ্বকাপ ভেঙে পড়েছে,worldcup england tinolivramento trevochalobah garethsouthgate injury football worldcup2026,"A high-energy breaking news scene with a sense of urgency and chaos, set in a packed sports press conference room with a large screen displaying the FIFA 2027 logo in the background, illuminated by bright flashing lights. The deep blue and gold colors of FIFA 2027 are prominently featured, with the England national flag waving in the corner. Tino Livramento, a young English footballer, is shown in a state of distress, clutching his calf in pain, as Trevoh Chalobah, his teammate, looks on in concern. The atmosphere is intense, with reporters and photographers rushing to get a shot, capturing the drama and shock of the moment. The composition is dynamic, with the figures positioned in a diagonal line, leading the viewer's eye to the central action. The lighting is dramatic, with shadows cast across the faces, highlighting the emotions of the scene., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Livramento_out_of_World_Cup_with_Ch_portrait_1781639797.png,/home/mahir/Desktop/News_Agent-main/posters/Livramento_out_of_World_Cup_with_Ch_square_1781639795.png,/home/mahir/Desktop/News_Agent-main/posters/Livramento_out_of_World_Cup_with_Ch_landscape_1781639799.png
Just scores double but New Zealand held by Iran in entertaining game,BBC Sport Football,"Tue, 16 Jun 2026 03:56:34 GMT",https://www.bbc.com/sport/football/videos/c8d242de81eo?at_medium=RSS&at_campaign=rss,82,80,80,90,80,result,Iran twice come from behind to draw 2-2 with New Zealand at the Los Angeles Stadium in their Group G encounter,Iran Stage Dramatic Comeback to Draw with New Zealand,"ইরান দ্বিগুণ নিচে নেমে ২-২ গোলে নিউজিল্যান্ডের বিরুদ্ধে লস অ্যাঞ্জেলস স্টেডিয়ামে তাদের গ্রুপ জে ম্যাচে সমতা জেতে। ম্যাচটি অনেক নাটকধর্মী এবং ক্রিয়াশীল ছিল, উভয় দলই অনন্য দক্ষতা দেখিয়েছে। ফলাফলটি ভক্তদের পরবর্তী ম্যাচটি দেখতে নিয়ে যাচ্ছে।",ইরান ফিরে আসার থ্রিলার,Iran NewZealand WorldCup Football BBCSport LosAngelesStadium GroupG MatchReport,"A high-energy, breaking news-style poster featuring a dynamic, action-packed image. The scene is set at the Los Angeles Stadium, with a packed crowd in the background, waving flags and banners. The stadium lights are shining bright, with a deep blue glow illuminating the players in action. The image focuses on the moment of drama, with Iran's players celebrating a goal, surrounded by their teammates, as New Zealand's players look on in shock. The Iranian team's colors, green and white, are prominent, with the New Zealand team's colors, black and silver, visible in the background. The national flags of Iran and New Zealand are proudly displayed on the sidelines, waving in the wind. The atmosphere is electric, with a sense of excitement and drama filling the air. The composition is balanced, with a clear focus on the action in the foreground, and the crowd, flags, and stadium lights blending seamlessly into the background., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Just_scores_double_but_New_Zealand__portrait_1781639803.png,/home/mahir/Desktop/News_Agent-main/posters/Just_scores_double_but_New_Zealand__square_1781639801.png,/home/mahir/Desktop/News_Agent-main/posters/Just_scores_double_but_New_Zealand__landscape_1781639805.png
Little Algeria - the Kansas city taking a World Cup team to its heart,BBC Sport Football,"Tue, 16 Jun 2026 18:41:22 GMT",https://www.bbc.com/sport/football/articles/c621xlkx712o?at_medium=RSS&at_campaign=rss,82,80,80,90,80,logistics,A small city in the state of Kansas has taken a World Cup team to its heart,Kansas City Adopts Algeria World Cup Team as Own,"একটি ছোট শহরে ক্যানসাসে একটি বিশ্বকাপ দলটিকে তাঁর হৃদয়ে নিয়েছে, পৃথিবীজুড়ে একটি ভালোবাসা গল্পের সৃষ্টি করেছে। দলটির সদস্যরা আলজেরিয়া থেকে, ক্যানসাসের লিটল আলজেরিয়াতে একটি স্থানীয় খ্যাতি পেয়েছে। শহরের বাসিন্দারা দলের পিছনে আন্দোলন করছেন, তাদের আত্মবিশ্বাস এবং নিরলস প্রচেষ্টাকে উপস্থাপন করছেন।",আলজেরিয়া কানসাস হৃদয়ে জিতেছে,AlgeriaWorldCup LittleAlgeriaKansas WorldCupFever SportsLove FootballFrenzy KansasCity AlgeriaTeam WorldCup2023 SportsFans,"A bustling city street with a large crowd of people, cheering and waving Algerian flags, in the foreground of a Kansas City skyline with the iconic Kansas City Chiefs stadium in the background. A giant screen in the center of the street displays the news headline in bold, gold font: 'Kansas City Adopts Algeria World Cup Team as Own'. The atmosphere is electric, with people of all ages holding Algerian and American flags, dressed in red and green jerseys, with confetti and balloons in the air. The lighting is bright and vibrant, with a mix of natural and artificial light sources. In the distance, a banner reads 'FIFA 2027' in deep blue and gold. The crowd is in motion, with some people running, jumping, and high-fiving each other, while others are taking photos and videos. The scene is dynamic, with a sense of excitement and joy. The composition is balanced, with the crowd and the skyline working together to create a sense of depth and contrast., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Little_Algeria___the_Kansas_city_ta_portrait_1781639808.png,/home/mahir/Desktop/News_Agent-main/posters/Little_Algeria___the_Kansas_city_ta_square_1781639806.png,/home/mahir/Desktop/News_Agent-main/posters/Little_Algeria___the_Kansas_city_ta_landscape_1781639810.png
Amorim appointed AC Milan boss,Sky Sports Football,"Tue, 16 Jun 2026 17:27:00 BST",https://www.skysports.com/football/news/11095/13553981/ruben-amorim-ac-milan-appoint-former-manchester-united-boss-as-head-coach,81,80,80,80,90,announcement,Ruben Amorim appointed new AC Milan boss,Ruben Amorim named AC Milan head coach,এসি মিলান তিন বছরের চুক্তি অনুযায়ী তাদের নতুন সেবাদায়ী নিয়োগ করেছে রুবেন আমোরিমকে। প্রথমে ম্যানচেস্টার ইউনাইটেডের ম্যানেজার ছিলেন তিনি। এখন তিনি সান সিরো এ দায়িত্ব নিয়েছেন। আমোরিমের নিয়োগ ইতালিয়ান বড় বড়দের জন্য এক বড় কম্প।,আমোরিম নিয়ন্ত্রণ নেয়,ACMilan RubenAmorim NewHeadCoach ManchesterUnited SanSiro ItalianFootball FootballNews TransferNews SerieA ItalianGiants,"A dynamic and energetic breaking news scene set in a bright and colorful sports newsroom, with a large cityscape outside the window. A prominent banner at the top of the image reads 'AC Milan' in a bold and modern font, with the Portuguese national flag waving proudly in the top left corner. Ruben Amorim, dressed in a sleek AC Milan tracksuit, is standing in the center of the frame, looking confident and poised as he addresses a packed news conference. The room is filled with reporters and camera crews, all snapping photos and taking notes as they try to get a quote from the new head coach. The air is electric with tension and excitement, and the atmosphere is palpable. The lighting is bright and dramatic, with a sense of urgency and importance. AC Milan's iconic deep blue and gold colors are prominently displayed throughout the scene, with the team's logo emblazoned on the coach's jacket. The image is shot from a low angle, looking up at Amorim as he speaks, to emphasize his authority and leadership. The city outside is blurred and distorted, with a sense of chaos and energy emanating from it, reflecting the breaking news nature of the scene., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Amorim_appointed_AC_Milan_boss_portrait_1781639814.png,/home/mahir/Desktop/News_Agent-main/posters/Amorim_appointed_AC_Milan_boss_square_1781639812.png,/home/mahir/Desktop/News_Agent-main/posters/Amorim_appointed_AC_Milan_boss_landscape_1781639816.png
Spurs agree £52m Van Hecke deal with Brighton,BBC Sport Football,"Tue, 16 Jun 2026 19:28:37 GMT",https://www.bbc.com/sport/articles/cpwez2pg8x1o?at_medium=RSS&at_campaign=rss,80,80,80,80,80,transfer,Tottenham agree £52m deal for Brighton's Jan Paul van Hecke,Tottenham Land £52m Brighton Star Jan Paul van Hecke,"নেদারল্যান্ডসের বিশ্বকাপ রক্ষণভাগী জ্যান পল ভ্যান হেকে একটি ডি ব্রাইটন থেকে টটেনহ্যাম হটস্পারে যেতে পারে এমন কথা নিশ্চিত হয়েছে প্রদত্ত দুটি ক্লাব একটি ডিল করেছে প্রায় ৫২ মিলিয়ন পাউন্ড। তার ২৪ বছর, এই মৌসুমে ব্রাইটনের জন্য তিনি একজন পক্ষের খেলোয়াড় ছিলেন। তিনি তার নতুন দলে যোগ দেওয়ার পথে।",টটেনহ্যাম হেকে দিয়ে চুক্তি করেছে,Tottenham Brighton TransferNews PremierLeague FootballNews TransferTalk Spurs Seagulls,"A high-energy breaking news scene with a blurred, motion-blurred background of a football stadium at dusk, the sky ablaze with warm oranges and deep blues. The Tottenham Hotspur team colors, a deep blue and white, are prominently featured, with their gold accents shining bright. In the foreground, a triumphant Jan Paul van Hecke, the £52m signing from Brighton & Hove Albion, is celebrating with his new teammates, surrounded by a sea of cheering fans, all waving Dutch flags and holding up a giant Dutch national flag. The players are in mid-action, with some leaping for joy, others high-fiving, as the energy and excitement of the transfer news is palpable. The image should convey a sense of drama, excitement, and breaking news, with a mix of fast-paced action and dynamic camera angles., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Spurs_agree__52m_Van_Hecke_deal_wit_portrait_1781639819.png,/home/mahir/Desktop/News_Agent-main/posters/Spurs_agree__52m_Van_Hecke_deal_wit_square_1781639817.png,/home/mahir/Desktop/News_Agent-main/posters/Spurs_agree__52m_Van_Hecke_deal_wit_landscape_1781639821.png
Emotional full-time scenes as Cape Verde celebrate 0-0 draw against Spain,BBC Sport Football,"Mon, 15 Jun 2026 18:41:02 GMT",https://www.bbc.com/sport/football/videos/cpv34dv4rmgo?at_medium=RSS&at_campaign=rss,77,90,80,50,80,result,Emotional full-time scenes following Cape Verde's 0-0 draw against Spain,Cape Verde stun Spain with thrilling 0-0 draw,স্পেনের বিপক্ষে ২০২৬ ফিফা বিশ্বকাপে ০-০ গোলে ড্র করার জন্য কেপ ভার্দে'র আত্মত্যাগ ও সহযোগিতা অবিস্মরণীয় আলোড়নের কারণ।   স্পেনের জন্য এই রেজাল্টটি একটি বড় অপসারণ।,কেপ ভের্দে স্পেনকে ০-০ গোলে হারিয়েছে,CapeVerde Spain WorldCup Upset Football Soccer Sports 2026WorldCup,"A dynamic, high-energy scene of the packed stadium on a sunny day with the national flags of Cape Verde and Spain waving in the wind. The crowd is going wild, with fans from both teams holding up their flags and cheering, some jumping for joy, others screaming in excitement. The players are in mid-action, celebrating the thrilling 0-0 draw, with the referee holding up the final whistle. The atmosphere is electric, with confetti and balloons floating through the air, adding to the sense of euphoria. The camera is positioned at an angle, capturing the chaos and energy of the moment, with the deep blue and gold colors of the FIFA 2027 branding subtly integrated into the scene, perhaps through the flags or the stadium's decorations. The lighting is bright and vibrant, with the sun shining down on the players and the crowd, emphasizing the excitement and drama of the moment., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Emotional_full_time_scenes_as_Cape__portrait_1781639824.png,/home/mahir/Desktop/News_Agent-main/posters/Emotional_full_time_scenes_as_Cape__square_1781639823.png,/home/mahir/Desktop/News_Agent-main/posters/Emotional_full_time_scenes_as_Cape__landscape_1781639826.png
Lukaku makes impact off the bench as Belgium draw with Egypt,BBC Sport Football,"Mon, 15 Jun 2026 21:55:03 GMT",https://www.bbc.com/sport/football/videos/cly72zdjzgqo?at_medium=RSS&at_campaign=rss,76,90,80,50,70,result,Lukaku makes impact off the bench as Belgium draw with Egypt,Belgium Held to 1-1 Draw by Egypt in Thrilling World Cup Match,বেলজিয়াম সিয়াটল স্টেডিয়ামে মিশরের সাথে ১-১ গোলে ড্র করেছে। মোহাম্মদ হানি অবনমনের গোল করে প্রথম গোলটি বাতিল করে দিয়েছে। এই ড্র উভয় দলকেই একটি পয়েন্ট দিয়ে রেখেছে।,বেলজিয়াম ও মিশরের মধ্যে খেলা ড্র।,worldcup belgium egypt lukaku football worldcup2024 belgianfootball egyptianfootball,"A high-energy, action-packed news poster with a deep blue background, evoking the thrill of a live sports broadcast. In the foreground, a dynamic image of a football match in progress between Belgium and Egypt, with players in motion, capturing the intensity of the moment. The stadium lights glow warmly, illuminating the players and the crowd, with a golden glow reflecting off the players' jerseys. National flags of Belgium and Egypt wave proudly in the top-left and top-right corners, respectively. The team colors of Belgium's red, yellow, and black are prominently displayed, while Egypt's red, white, and black are subtly integrated into the background. Lukaku, a key player for Belgium, is shown celebrating a goal off the bench, his face filled with joy and excitement. The atmosphere is electric, with a sense of drama and tension hanging in the air. The overall composition is balanced, with a clear focal point and a strong sense of movement., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Lukaku_makes_impact_off_the_bench_a_portrait_1781639830.png,/home/mahir/Desktop/News_Agent-main/posters/Lukaku_makes_impact_off_the_bench_a_square_1781639828.png,/home/mahir/Desktop/News_Agent-main/posters/Lukaku_makes_impact_off_the_bench_a_landscape_1781639831.png
Solskjaer in the running for Ipswich job,BBC Sport Football,"Tue, 16 Jun 2026 13:57:18 GMT",https://www.bbc.com/sport/football/articles/c17y5gxjl0zo?at_medium=RSS&at_campaign=rss,75,60,80,90,80,announcement,Ole Gunnar Solskjaer and Gary O'Neil are among the leading contenders for the Ipswich managerial role,Solskjaer in the running for Ipswich job,Ole Gunnar Solskjaer and Gary O'Neil are among the leading contenders for the Ipswich managerial role.,Solskjaer in the running for Ipswich job,,"A dramatic, high-energy scene of a crowded newsroom with reporters rushing past, papers flying, and a giant digital screen in the background displaying a Breaking News alert. The atmosphere is electric, with a sense of urgency and excitement filling the air. The digital screen is a massive, curved display showcasing the headline 'Solskjaer in the running for Ipswich job' in deep blue and gold, the FIFA 2027 branding colors, with a dynamic animation of the Ipswich Town and Manchester United logos, subtly integrated into the design. The lighting is a mix of natural and artificial, with flashes of camera lights and the glow of computer screens adding to the frenetic atmosphere. A blurred figure of Ole Gunnar Solskjaer in the distance, looking determined, adds a sense of drama to the scene., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Solskjaer_in_the_running_for_Ipswic_portrait_1781639835.png,/home/mahir/Desktop/News_Agent-main/posters/Solskjaer_in_the_running_for_Ipswic_square_1781639833.png,/home/mahir/Desktop/News_Agent-main/posters/Solskjaer_in_the_running_for_Ipswic_landscape_1781639836.png
'Sensational!' - Wood and Just combine twice for New Zealand goals,BBC Sport Football,"Tue, 16 Jun 2026 01:35:21 GMT",https://www.bbc.com/sport/football/videos/cd952p30y7wo?at_medium=RSS&at_campaign=rss,75,85,80,50,75,result,Wood and Just combine twice for New Zealand goals,Wood and Just Combine: New Zealand Score Big in LA,"নিউজিল্যান্ডের ক্রিস উড ও এলিয়াস জাস্ট একটি অপরিহার্য দুইজন খেলোয়াড় হয়ে ওঠেন, তারা তাদের গ্রুপ জি ম্যাচে ইরানের বিপক্ষে দুটি সেন্সেশনাল গোল করে। লস এঞ্জেলেস স্টেডিয়ামে উড ও জাস্টের বিশাল ফুটবল জোড়ার ভঙ্গি ফুটবল বিশ্বে শোক ছড়িয়ে দিয়েছে।",বুড়া এবং জাস্ট আগুনের আলোর প্রকাশ ঘটানোর জন্য,NewZealand Iran Football Soccer WoodAndJust LAStadium GroupG BBCSportFootball,"A high-energy, action-packed image of a soccer stadium at dusk, with a breaking news atmosphere. The Los Angeles Memorial Coliseum is filled with cheering fans, waving New Zealand and Iran national flags. The deep blue and gold of the FIFA 2027 branding stands out on the giant video board behind the goals. Chris Wood, a New Zealand player, and Elijah Just, a New Zealand teammate, are shown in mid-celebration, having just combined for a goal. The stadium lights are shining down on the action, creating a dynamic and lively composition. The camera is positioned low to the ground, capturing the excitement and energy of the moment., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/_Sensational_____Wood_and_Just_comb_portrait_1781639840.png,/home/mahir/Desktop/News_Agent-main/posters/_Sensational_____Wood_and_Just_comb_square_1781639838.png,/home/mahir/Desktop/News_Agent-main/posters/_Sensational_____Wood_and_Just_comb_landscape_1781639842.png
'My word!' - Ashour's long-range strikes put Egypt ahead,BBC Sport Football,"Mon, 15 Jun 2026 20:08:57 GMT",https://www.bbc.com/sport/football/videos/c9v2p9vp1vno?at_medium=RSS&at_campaign=rss,72,80,80,50,70,result,Ashour scores the opener in their Group G fixture against Belgium,Ashour's Thunderbolt! Egypt Take Group G Lead,মিশরের এমাম আশুর দলের পক্ষে ২০২৬ বিশ্বকাপের গ্রুপ জি ম্যাচে বেলজিয়ামের বিরুদ্ধে প্রথম গোল করে। গোলটি দলটির জন্য প্রথম স্কোর দিয়েছিল।,আশুর মর্মাহত করেছেন মিশরের জন্য,Egypt Belgium 2026WorldCup GroupG Football WorldCup2026 Soccer InternationalFootball,"A high-energy, action-packed image of a soccer stadium at dusk, with the setting sun casting a warm orange glow on the scene. The deep blue and gold colors of FIFA 2027 branding prominently displayed on the stadium's signage and banners, amidst the sea of excited Egyptian fans waving their national flags. The atmosphere is electric, with smoke bombs and flares illuminating the night sky. In the foreground, players from both Egypt and Belgium are locked in a intense midfield battle, with Emam Ashour, the star player from Egypt, seen in mid-air, unleashing a thunderbolt of a shot towards the Belgian goal. The composition is dynamic, with the camera positioned at an angle to capture the drama and tension of the moment. The lighting is dramatic, with the stadium lights and the setting sun creating a sense of depth and dimensionality., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/_My_word_____Ashour_s_long_range_st_portrait_1781639845.png,/home/mahir/Desktop/News_Agent-main/posters/_My_word_____Ashour_s_long_range_st_square_1781639843.png,/home/mahir/Desktop/News_Agent-main/posters/_My_word_____Ashour_s_long_range_st_landscape_1781639847.png
