title,source,published,link,rank_score,viral_score,relevance_score,breaking_score,engagement_score,category,why,headline,ai_summary,poster_text,hashtags,image_prompt,poster_portrait,poster_square,poster_landscape
Re-ranking the 48 World Cup teams after day six: France and Argentina justify their top spots - The Athletic - The New York Times,Google News FIFA 2026,"Wed, 17 Jun 2026 09:43:59 GMT",https://news.google.com/rss/articles/CBMihwFBVV95cUxQWjhjM2hOSENrZlpUM1diNG9Td25nQktWQ1Y1bEdITl8zdEZKNWc1ZkZUSnZLdUw4Z09XQUpIaUJFYVNRWTJ6Z0YybU5uTXFOX2xGSWNaZVppTFlYQnItX1JGTG1KNlNQT0VVdHVkbUh5eG1LV01MUTk1YmhBbmtTSUZIZE5pRkk?oc=5,91,90,90,95,95,ranking,The Athletic and The New York Times re-rank the World Cup teams.,World Cup Teams Re-Ranked: France and Argentina Lead the Pack,অ্যাথলেটিক এবং দ্য নিউ ইয়র্ক টাইমস দাশচারণ শেষে দশমী দিবসে ৪৮টি ফিফা বিশ্বকাপ দলের মূল্যায়ন পুনরায় করেছে। ফ্রান্স এবং আর্জেন্টিনা তাদের শীর্ষ স্থানের অধিকার রক্ষা করে যাচ্ছে। প্রতিযোগিতার শুরুতে যে অবস্থানে ছিল তার থেকে র‍্যাঙ্কিংগে অনেক বড় পরিবর্তন আসছে।,বিশ্বকাপ দলগুলি রে-র‍্যাঙ্ক করা হয়েছে,WorldCup FIFA2026 Rankings Sports Tournament France Argentina Soccer Football,"A frenetic, high-energy breaking news scene with a bright, electric blue and gold color scheme inspired by FIFA 2027 branding. The background is a blurred cityscape at dusk with a mix of towering skyscrapers and neon lights. A large, action-packed photograph of a soccer stadium fills the foreground, with players from France and Argentina in mid-action, their jerseys a prominent deep blue and gold. National flags of France and Argentina flutter in the wind above the stadium. Dynamic lighting with a mix of warm and cool tones creates a sense of urgency and excitement. The atmosphere is one of chaos and surprise, with news tickers and headlines streaming across the top of the image in bold, golden text., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/Re_ranking_the_48_World_Cup_teams_a_portrait_1781696800.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Re_ranking_the_48_World_Cup_teams_a_square_1781696798.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Re_ranking_the_48_World_Cup_teams_a_landscape_1781696801.png
FIFA U-17 Women's World Cup,FIFA Inside – Women's Football,,https://www.fifa.com/en/tournaments/womens/u17womensworldcup/,88,80,70,80,90,result,FIFA U-17 Women's World Cup is a major women's football event.,FIFA U-17 Women's World Cup,,FIFA U-17 Women's World Cup,,"A high-energy, action-packed image of a packed stadium with a dark blue and gold lit-up sign reading FIFA 2027 in the top-left corner, set against a vibrant, sunset-inspired sky with clouds and a few wispy flags of different countries waving in the wind below. The atmosphere is electric, with screaming fans in the foreground, holding signs and waving their arms wildly. The stadium lights are shining brightly, casting a golden glow over the scene. In the center, a group of young women's football players are shown in mid-action, sprinting down the field, with one player leaping into the air, ball at foot, as if about to score. The background is a blur of movement, with fans and players in motion, capturing the excitement and energy of the FIFA U-17 Women's World Cup., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/FIFA_U_17_Women_s_World_Cup_portrait_1781696807.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/FIFA_U_17_Women_s_World_Cup_square_1781696805.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/FIFA_U_17_Women_s_World_Cup_landscape_1781696810.png
Real Madrid sign Bernardo Silva,Sky Sports Football,"Wed, 17 Jun 2026 10:18:00 BST",https://www.skysports.com/football/news/11095/13554908/bernardo-silva-real-madrid-sign-manchester-city-midfielder-on-free-transfer-as-jose-mourinho-impact-continues,85,90,80,80,90,transfer,Real Madrid sign Bernardo Silva on a free transfer.,Bernardo Silva Joins Real Madrid on Free Transfer,"পর্তুগালের মধ্যমাঠের খেলোয়াড় রিয়েল মাদ্রিদের সাথে সংযুক্ত হয়েছেন ম্যানচেস্টার সিটি ছেড়ে যাওয়ার পর। ৩০ বছর বয়সী এই খেলোয়াড়ের ক্রয়ের মূল্য ছাড়ে আসতে হয়েছে, যা তিনি প্রিমিয়ার লীগের দলে ছয় বছর অবস্থান করার পর শেষ করেছেন। বের্নাডো সিলভা রিয়েল মাদ্রিদের মধ্যমাঠকে শক্তিশালী করার আশা করা হচ্ছে।",বের্নাডো সিলভা রিয়াল মাদ্রিদে যোগ দেয়,transfer football realmadrid bernardosilva manchester city free transfer midfielder portugal,"A dynamic, high-energy news poster with a deep blue and gold color scheme, evoking the FIFA 2027 branding. A packed stadium, with thousands of fans cheering and waving flags, fills the background. The scene is set at the Santiago Bernabéu Stadium in Spain, with the Royal Spanish flag waving proudly. In the foreground, Bernardo Silva, dressed in a white and black Real Madrid jersey, is seen in mid-stride, celebrating his free transfer signing with fans. Fans in the stands hold up Portuguese flags, showcasing Bernardo's Portuguese heritage. The atmosphere is electric, with flashes of camera strobes and a sense of urgency. The composition is balanced, with Bernardo Silva center-stage, surrounded by a swarm of jubilant fans., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/Real_Madrid_sign_Bernardo_Silva_portrait_1781696815.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Real_Madrid_sign_Bernardo_Silva_square_1781696812.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Real_Madrid_sign_Bernardo_Silva_landscape_1781696817.png
Real Madrid sign Silva on free transfer,BBC Sport Football,"Wed, 17 Jun 2026 09:47:45 GMT",https://www.bbc.com/sport/football/articles/c2lyzp49q0xo?at_medium=RSS&at_campaign=rss,83,80,80,90,90,transfer,Real Madrid sign Bernado Silva on a free transfer.,Bernado Silva joins Real Madrid on free transfer,ম্যানচেস্টার সিটির সাবেক মধ্যমাঠ খেলোয়াড় বের্নাডো সিলভা আসাইড মুক্ত ট্রান্সফারে রিয়াল মাদ্রিদে যোগ দিয়েছেন।  তিনি নতুন ম্যানেজার জোসে মোরিনহোর স্কোয়াডে যোগ দিয়েছেন।  ৩১ বছর বয়সী বের্নাডো সিলভা মরসুমের শেষে ম্যানচেস্টার সিটি ছেড়েছিলেন।,সিলভা রিয়াল মাদ্রিদে যোগ দেয়,RealMadrid BernadoSilva TransferNews ManchesterCity JoseMourinho SantiagoBernabeu LaLiga FootballTransfers SpanishFootball,"A dramatic and dynamic news poster featuring a large, bold, and colorful image of Bernado Silva in action, wearing the Manchester City jersey, with a blurred Real Madrid jersey in the background, both teams' national flags waving in the air, and the deep blue and gold colors of FIFA 2027 prominent in the composition. The scene is set at the Santiago Bernabeu stadium, with a massive crowd of fans cheering and holding up banners. The lighting is intense and dramatic, with a bright spotlight shining down on Bernado Silva as he runs towards the camera, surrounded by a flurry of motion and energy. The overall mood is one of excitement, surprise, and triumph., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/Real_Madrid_sign_Silva_on_free_tran_portrait_1781696821.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Real_Madrid_sign_Silva_on_free_tran_square_1781696819.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Real_Madrid_sign_Silva_on_free_tran_landscape_1781696823.png
All done deals in June 2026,BBC Sport Football,"Wed, 17 Jun 2026 09:57:10 GMT",https://www.bbc.com/sport/football/articles/ce9p91r771go?at_medium=RSS&at_campaign=rss,70,60,70,80,80,transfer,BBC Sport reveals significant signings and departures in various leagues.,Premier League Transfers: The Big Deals Uncovered,"বিবিসি স্পোর্ট ফুটবল আপনাকে প্রিমিয়ার লিগ, স্কটিশ প্রেমিয়ারশিপ, ইএফএল এবং মহিলাদের সুপার লিগের সবচেয়ে গুরুত্বপূর্ণ ট্রান্সফার খবর দেয়। ম্যানচেস্টার সিটি ও রিয়াল মাদ্রিদের মতো শীর্ষ ক্লাবের গুরুত্বপূর্ণ স্বাক্ষর এবং অবসরের মুখের চিত্র আবিষ্কার করুন।",ট্রান্সফার উইন্ডো ড্রামা উন্মোচিত,transferwindow premierleague scottishpremiership efl womensuperleague manchester_city real_madrid footballtransfers,"A high-energy breaking news scene with a bold, dynamic composition. The image features a dramatic shot of a packed stadium with Manchester City and Real Madrid players in action, including Bernardo Silva, in the midst of an intense transfer frenzy. The atmosphere is electric with fans waving flags, banners, and scarves in a frenzy of deep blue and gold colors, reflecting the FIFA 2027 branding. The lighting is bright with a warm, golden glow, accentuating the excitement and energy of the scene. In the background, a massive banner reads 'Premier League Transfers: The Big Deals Uncovered' with a prominent BBC Sport logo. The scene is set at night with a cityscape in the distance, with a few national flags visible in the crowd, adding to the international flavor of the transfer market chaos., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/All_done_deals_in_June_2026_portrait_1781696827.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/All_done_deals_in_June_2026_square_1781696825.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/All_done_deals_in_June_2026_landscape_1781696828.png
Norway’s Erling Haaland punishes Iraq with double on World Cup debut - The Guardian,Google News Football,"Wed, 17 Jun 2026 10:40:00 GMT",https://news.google.com/rss/articles/CBMilgFBVV95cUxPZEg2bW5IeDhaM1Z4bllTNGhaNXdSMmNJVnJfV3lNMUFPQlJGNm9zS1FyUXVPQWk3STdvaU5XZUdTLXdDeC0zNFEyWEJkaFIzdEMtUFgweWhma2kzYkwtOFhVUFNQTzZPdExmRDJROGduc1NWRFRrSnhCaWExYlNqanhxcGNmMmRWS3VzdDJKdnZuTGZaRkE?oc=5,68,90,50,50,80,result,Erling Haaland scores a double on his World Cup debut,Haaland Scores Double on World Cup Debut for Norway,"নরওয়ের এরলিং হাল্যান্ড দলীয় মুখামুখি হয়ে বিশ্বকাপে বিশাল আত্মপ্রকাশ করেছেন, ইরাকের বিপক্ষে দুটি গোল করেছিলেন।  এই শূন্য গুণের কুটিল খেলোয়াড় তার আশা পূরণ করেছিলেন, নরওয়েকে রোমাঞ্চকর জয়ে নিয়ে এসেছিলেন।",হ্যাল্যান্ড জোড়া গোল করেন,Norway WorldCup Haaland Football Sports InternationalFootball ErlingHaaland WorldCup2022 NorwayVsIraq,"A dynamic and action-packed image of a soccer stadium at sunset with a packed crowd in the background, all eyes on the field where Erling Haaland, wearing a Norway jersey with red, blue, and white colors, is seen in mid-air, stretching out to head the ball, with his legs splayed wide and his arms outstretched in a powerful motion. The stadium lights are shining down on Haaland, creating a warm and intense glow. In the foreground, a giant screen displays a live feed of the match in high definition, with the Norway and Iraq flags prominently displayed. The atmosphere is electric, with fans waving flags and banners, and the air is filled with the sounds of cheering and celebration. In the background, a massive deep blue and gold FIFA 2027 brand banner is visible, with the words 'Breaking News' emblazoned across it in bold, golden letters., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/Norway_s_Erling_Haaland_punishes_Ir_portrait_1781696831.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Norway_s_Erling_Haaland_punishes_Ir_square_1781696830.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Norway_s_Erling_Haaland_punishes_Ir_landscape_1781696832.png
Why has Erling Haaland added 'Braut' to Norway shirt?,BBC Sport Football,"Wed, 17 Jun 2026 11:06:07 GMT",https://www.bbc.com/sport/football/articles/c70y5r8q1ryo?at_medium=RSS&at_campaign=rss,65,80,80,0,90,announcement,Erling Haaland's Norway jersey name,Erling Haaland's Norway Shirt Name: What's Behind 'Braut'?,এরলিং হ্যাল্যান্ডের নরওয়ে জার্সি তার পুরো নাম এরলিং ব্রাউট হ্যাল্যান্ড প্রদর্শন করে। আমাদের এস.এম.এ দল জানায় কেন। এটি তার জার্সির পিছনে কী কারণ তা জানতে এখানে ক্লিক করুন।,ইর্লিং হ্যালান্ডের নরওয়ে জার্সির গোপন,NorwayFootball ErlingHaaland Braut NorwayShirt FootballNews BBCSport FootballJersey SportsNews NORwayPlayer,"A high-energy, dramatic news poster featuring a close-up of a football player wearing a Norway jersey with the number 9 on the back, in motion with one leg lifted off the ground, as if he's about to kick the ball, set against a blurred cityscape background with the Oslo Opera House and Akershus Fortress visible in the distance. The scene is bathed in warm, golden light with deep blue shadows, with a sense of urgency and excitement. In the foreground, the Norway flag waves proudly, while the FIFA 2027 deep blue and gold branding accents are subtly integrated into the design. The overall mood is one of breaking news and high-stakes drama., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/Why_has_Erling_Haaland_added__Braut_portrait_1781696836.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Why_has_Erling_Haaland_added__Braut_square_1781696835.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Why_has_Erling_Haaland_added__Braut_landscape_1781696838.png
WNBA Power Rankings: Liberty are back on top,ESPN Top,"Wed, 17 Jun 2026 07:30:03 EST",https://www.espn.com/wnba/story/_/id/49074253/wnba-power-rankings-2026-liberty-commissioners-cup,64,80,80,0,80,result,Liberty's seven-game winning streak,WNBA Power Rankings: Liberty are back on top,"After debuting the season at No. 1, New York rides a seven-game winning streak past Minnesota and Las Vegas.",WNBA Power Rankings: Liberty are back on,,"A high-energy sports news poster featuring a thrilling action shot of a WNBA basketball game. The scene is set in a packed arena with a sold-out crowd cheering in the background. The bright and vibrant lighting highlights the players in motion, capturing the intensity of the game. The Liberty team's signature colors, a deep blue and gold, dominate the composition, with the team's logo subtly integrated into the design. The deep blue and gold of FIFA 2027 branding subtly appear in the corner. The overall mood is one of excitement and urgency, with players leaping for a rebound, a slam dunk, or a layup. The atmosphere is electric, with a sense of drama and competition., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/WNBA_Power_Rankings__Liberty_are_ba_portrait_1781696841.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/WNBA_Power_Rankings__Liberty_are_ba_square_1781696839.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/WNBA_Power_Rankings__Liberty_are_ba_landscape_1781696842.png
"Transfer Centre LIVE! Latest on Rashford, Anderson, Tonali and more",Sky Sports Football,"Wed, 17 Jun 2026 10:54:00 BST",https://www.skysports.com/football/live-blog/11095/12476234/transfer-centre-live-football-transfer-news-updates-and-rumours,63,80,50,50,70,transfer,Manchester United and England star Marcus Rashford's transfer future is in the spotlight,Rashford Future in Doubt: Transfer Latest,ম্যানচেস্টার ইউনাইটেডের তারকা মার্কাস র্যাশফোর্ডের ট্রান্সফার ভবিষ্যত বিচারের মধ্যে। স্কাই স্পোর্টস ফুটবল আপনাকে শেষ তথ্য নিয়ে আসছে। র্যাশফোর্ড কি ওল্ড ট্রাফোর্ডে থাকবেন অথবা অন্যত্র চলে যাবেন?,রাশফোর্ড ট্রান্সফার সাগা,TransferCenter Rashford ManchesterUnited TransferWindow FootballNews SkySportsFootball TransferRumours EPLTransfer,"A dynamic and high-energy news poster with a bold, colorful composition featuring a prominent Manchester United player in action. A close-up shot of Marcus Rashford in mid-stride, dribbling a soccer ball with determination and focus. In the background, a blurred image of Old Trafford stadium with the Manchester United crest visible on the stands. The atmosphere is intense and urgent, with a sense of breaking news and high-stakes drama. The deep blue and gold of Manchester United's branding are prominently displayed, adding a touch of luxury and prestige to the overall design. The lighting is dramatic and cinematic, with deep shadows and highlights that emphasize the action and emotion on the pitch. A subtle hint of the FIFA 2027 branding color scheme adds a sense of global scope and competition to the scene. The overall mood is one of excitement, tension, and drama., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/Transfer_Centre_LIVE__Latest_on_Ras_portrait_1781696846.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Transfer_Centre_LIVE__Latest_on_Ras_square_1781696844.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Transfer_Centre_LIVE__Latest_on_Ras_landscape_1781696848.png
Another source of pride for Costa Rican football: FIFA's Talent Development Scheme,FIFA Inside – Talent Development,27 Feb 2026,https://inside.fifa.com/news/talent-development-scheme-fifa-academy-costa-rica-success,62,50,60,40,60,announcement,Costa Rican football receives recognition as a FIFA Talent Academy.,Costa Rica's FIFA Talent Academy: A New Era in Football Excellence,"কোস্টারিকার ফুটবল অ্যাসোসিয়েশনকে সর্বজনীন মর্যাদার সাথে একটি ফিফা ট্যালেন্ট অ্যাকাডেমি হিসেবে স্বীকৃতি দেওয়া হয়েছে,  দেশের ফুটবল উন্নয়নে একটি ঐতিহাসিক মাইলফলক স্থাপন করেছে। এই স্বীকৃতিটি এফসিআরএফ ট্যালেন্ট ডেভেলপমেন্ট স্কিমের সংগঠকদের প্রচেষ্টার পরিচায়ক। ফিফা সভাপতি জিয়ানি ইনফান্টিনো এই সাফল্যকে স্বাগত জানাতে উপস্থিত ছিলেন।",কোস্টা রিকার ফিফা ট্যালেন্ট একাডেমি,FIFA TalentAcademy FootballDevelopment CostaRicaFootball FCRF GianniInfantino FootballExcellence SportsDevelopment,"A large, colorful newspaper poster in the style of a breaking news headline, with a sense of urgency and excitement. The background is a vibrant, gradient blue and yellow, reminiscent of Costa Rican national colors. The scene is set at night, with bright lights and bustling city streets in the foreground, and a giant screen displaying a live news feed in the background. The image is full of motion, with a blurred crowd of people in the background, all looking at the screen with a mixture of shock and amazement on their faces. In the center of the image, a group of young football players in sleek, modern uniforms, with the Costa Rican national flag waving in the air, are congratulating each other on their achievement. The atmosphere is electric, with a sense of pride and accomplishment filling the air. The lighting is bright and dramatic, with a mix of warm and cool tones, and a sense of depth and dimensionality. The overall composition is dynamic and engaging, with a clear focal point and a sense of energy and movement., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main (Copy)/posters/Another_source_of_pride_for_Costa_R_portrait_1781696860.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Another_source_of_pride_for_Costa_R_square_1781696857.png,/home/mahir/Desktop/News_Agent-main (Copy)/posters/Another_source_of_pride_for_Costa_R_landscape_1781696864.png
