title,source,published,link,rank_score,viral_score,relevance_score,breaking_score,engagement_score,category,why,headline,ai_summary,poster_text,hashtags,image_prompt,poster_portrait,poster_square,poster_landscape
'McInnes and Rohl moves are done deals' - gossip,BBC Sport Football,"Tue, 16 Jun 2026 06:35:13 GMT",https://www.bbc.com/sport/football/articles/c20y1zrr24zo?at_medium=RSS&at_campaign=rss,89,90,80,100,90,transfer,'McInnes and Rohl moves are done deals' - gossip,'McInnes and Rohl moves are done deals' - gossip,Barney Stewart is reportedly poised to be sold to West Bromwich Albion by Falkirk as head coach Danny Rohl's exit from Rangers to be replaced by Heart of Midlothian's Derek McInnes appears to move closer.,'McInnes and Rohl moves are done deals' ,,"FIFA World Cup 2027 football match scene, transfer moment, professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/_McInnes_and_Rohl_moves_are_done_de_portrait_1781606840.png,/home/mahir/Desktop/News_Agent-main/posters/_McInnes_and_Rohl_moves_are_done_de_square_1781606839.png,/home/mahir/Desktop/News_Agent-main/posters/_McInnes_and_Rohl_moves_are_done_de_landscape_1781606841.png
Man City sign England's Mead on free transfer,BBC Sport Football,"Fri, 12 Jun 2026 11:39:33 GMT",https://www.bbc.com/sport/football/articles/czx5d7z550xo?at_medium=RSS&at_campaign=rss,89,90,80,100,90,transfer,Man City sign England's Mead on free transfer,Man City sign England's Mead on free transfer,Manchester City have confirmed the signing of England forward Beth Mead on a free transfer from Arsenal.,Man City sign England's Mead on free tra,,"FIFA World Cup 2027 football match scene, transfer moment, professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Man_City_sign_England_s_Mead_on_fre_portrait_1781606843.png,/home/mahir/Desktop/News_Agent-main/posters/Man_City_sign_England_s_Mead_on_fre_square_1781606842.png,/home/mahir/Desktop/News_Agent-main/posters/Man_City_sign_England_s_Mead_on_fre_landscape_1781606844.png
Man City agree deal to sign England's Charles,BBC Sport Football,"Thu, 11 Jun 2026 12:14:01 GMT",https://www.bbc.com/sport/football/articles/cp3653pydxpo?at_medium=RSS&at_campaign=rss,89,90,80,100,90,transfer,Man City agree deal to sign England's Charles,Man City agree deal to sign England's Charles,Manchester City have agreed a deal to sign England defender Niamh Charles from Chelsea.,Man City agree deal to sign England's Ch,,"FIFA World Cup 2027 football match scene, transfer moment, professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Man_City_agree_deal_to_sign_England_portrait_1781606847.png,/home/mahir/Desktop/News_Agent-main/posters/Man_City_agree_deal_to_sign_England_square_1781606846.png,/home/mahir/Desktop/News_Agent-main/posters/Man_City_agree_deal_to_sign_England_landscape_1781606848.png
Frank's downfall: Inside his struggle to get players and fans onboard,BBC Sport Football,"Wed, 11 Feb 2026 19:51:53 GMT",https://www.bbc.com/sport/football/articles/cgmlv9d3k7no?at_medium=RSS&at_campaign=rss,87,90,80,90,95,announcement,Thomas Frank's sacking as Tottenham manager is a major development in the FIFA 2027 era.,Frank's downfall: Inside his struggle to get players and fans onboard,Thomas Frank has been sacked as Tottenham manager after just eight months in charge. BBC Sport's Sami Mokbel takes a closer look at his tenure.,Frank's downfall: Inside his struggle to,,"FIFA World Cup 2027 football match scene, announcement moment, professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Frank_s_downfall__Inside_his_strugg_portrait_1781606850.png,/home/mahir/Desktop/News_Agent-main/posters/Frank_s_downfall__Inside_his_strugg_square_1781606849.png,/home/mahir/Desktop/News_Agent-main/posters/Frank_s_downfall__Inside_his_strugg_landscape_1781606851.png
Cucurella joins Real Madrid - will Fernandez follow?,BBC Sport Football,"Mon, 15 Jun 2026 14:21:34 GMT",https://www.bbc.com/sport/football/articles/c3rynp1ex9ro?at_medium=RSS&at_campaign=rss,86,90,90,80,80,transfer,Marc Cucurella joins Real Madrid on the eve of his World Cup game with Spain.,Cucurella joins Real Madrid - will Fernandez follow?,"Marc Cucurella has officially joined Real Madrid just hours before his opening World Cup game with Spain, raising the question of whether his former Chelsea team-mate Enzo Fernandez follows.",Cucurella joins Real Madrid - will Ferna,,"FIFA World Cup 2027 football match scene, transfer moment, professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Cucurella_joins_Real_Madrid___will__portrait_1781606854.png,/home/mahir/Desktop/News_Agent-main/posters/Cucurella_joins_Real_Madrid___will__square_1781606852.png,/home/mahir/Desktop/News_Agent-main/posters/Cucurella_joins_Real_Madrid___will__landscape_1781606855.png
Weir signs for Champions League runners-up Lyon,BBC Sport Football,"Tue, 16 Jun 2026 10:18:31 GMT",https://www.bbc.com/sport/football/articles/cq61ye3g59yo?at_medium=RSS&at_campaign=rss,84,80,80,100,80,transfer,Weir signs for Champions League runners-up Lyon,Weir signs for Champions League runners-up Lyon,Scotland captain Caroline Weir signs a three-year contract with French champions Lyon after leaving Real Madrid.,Weir signs for Champions League runners-,,"FIFA World Cup 2027 football match scene, transfer moment, professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Weir_signs_for_Champions_League_run_portrait_1781606857.png,/home/mahir/Desktop/News_Agent-main/posters/Weir_signs_for_Champions_League_run_square_1781606856.png,/home/mahir/Desktop/News_Agent-main/posters/Weir_signs_for_Champions_League_run_landscape_1781606858.png
Tunisia sack Lamouchi just one game into World Cup,BBC Sport Football,"Tue, 16 Jun 2026 06:43:19 GMT",https://www.bbc.com/sport/football/articles/cp8rldpky7wo?at_medium=RSS&at_campaign=rss,82,80,80,90,80,transfer,Tunisia sacks manager Lamouchi and replaces him with Herve Renard just one game into the World Cup.,Tunisia sack Lamouchi just one game into World Cup,"Tunisia sack Sabri Lamouchi one game into their World Cup, with former Morocco and Saudi Arabia manager Herve Renard replacing him.",Tunisia sack Lamouchi just one game into,,"FIFA World Cup 2027 football match scene, transfer moment, professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Tunisia_sack_Lamouchi_just_one_game_portrait_1781606860.png,/home/mahir/Desktop/News_Agent-main/posters/Tunisia_sack_Lamouchi_just_one_game_square_1781606859.png,/home/mahir/Desktop/News_Agent-main/posters/Tunisia_sack_Lamouchi_just_one_game_landscape_1781606862.png
What does future hold for Rashford as deadline passes?,BBC Sport Football,"Tue, 16 Jun 2026 06:16:50 GMT",https://www.bbc.com/sport/football/articles/cx2jg48q9y4o?at_medium=RSS&at_campaign=rss,80,80,80,80,80,transfer,"Barcelona decides not to sign Marcus Rashford, leaving his future uncertain.",What does future hold for Rashford as deadline passes?,"Barcelona decided not to trigger the option that would have allowed them to sign Marcus Rashford for £26m, so what does the future hold for the England World Cup star?",What does future hold for Rashford as de,,"FIFA World Cup 2027 football match scene, transfer moment, professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/What_does_future_hold_for_Rashford__portrait_1781606864.png,/home/mahir/Desktop/News_Agent-main/posters/What_does_future_hold_for_Rashford__square_1781606863.png,/home/mahir/Desktop/News_Agent-main/posters/What_does_future_hold_for_Rashford__landscape_1781606865.png
Gyokeres & Isak score as Sweden put five past Tunisia,BBC Sport Football,"Mon, 15 Jun 2026 05:27:28 GMT",https://www.bbc.com/sport/football/videos/c20ymjjl8yko?at_medium=RSS&at_campaign=rss,77,90,95,20,90,result,Gyokeres & Isak score as Sweden put five past Tunisia,Gyokeres & Isak score as Sweden put five past Tunisia,"Watch highlights as Sweden get their World Cup campaign off to an emphatic start, scoring five goals in a win over Group F opponents Tunisia.",Gyokeres & Isak score as Sweden put five,,"FIFA World Cup 2027 football match scene, result moment, professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Gyokeres___Isak_score_as_Sweden_put_portrait_1781606867.png,/home/mahir/Desktop/News_Agent-main/posters/Gyokeres___Isak_score_as_Sweden_put_square_1781606866.png,/home/mahir/Desktop/News_Agent-main/posters/Gyokeres___Isak_score_as_Sweden_put_landscape_1781606868.png
'Not a model' - Bielsa refuses to engage with World Cup photoshoot,BBC Sport Football,"Tue, 16 Jun 2026 07:02:49 GMT",https://www.bbc.com/sport/football/articles/cd6e58eq72eo?at_medium=RSS&at_campaign=rss,75,70,80,80,70,controversy,Uruguay coach Marcelo Bielsa refuses to engage in a World Cup photoshoot.,'Not a model' - Bielsa refuses to engage with World Cup photoshoot,Uruguay and former Leeds coach Marcelo Bielsa defends his stony-faced appearance in the official World Cup photoshoot.,'Not a model' - Bielsa refuses to engage,,"FIFA World Cup 2027 football match scene, controversy moment, professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/_Not_a_model____Bielsa_refuses_to_e_portrait_1781606871.png,/home/mahir/Desktop/News_Agent-main/posters/_Not_a_model____Bielsa_refuses_to_e_square_1781606870.png,/home/mahir/Desktop/News_Agent-main/posters/_Not_a_model____Bielsa_refuses_to_e_landscape_1781606872.png
