title,source,published,link,rank_score,viral_score,relevance_score,breaking_score,engagement_score,category,why,headline,ai_summary,poster_text,hashtags,image_prompt,poster_portrait,poster_square,poster_landscape
Salah scores to help Egypt to first World Cup win,BBC Sport Football,"Mon, 22 Jun 2026 03:56:28 GMT",https://www.bbc.com/sport/videos/c74ydzpe274o?at_medium=RSS&at_campaign=rss,89,95,90,80,90,result,Egypt secured their first-ever World Cup win thanks to a goal from Mohamed Salah.,Salah scores to help Egypt to first World Cup win,Mohamed Salah scores one goal and creates another as Egypt come from behind to beat New Zealand and secure their first-ever World Cup win.,Salah scores to help Egypt to first Worl,,"A dynamic, high-energy image of a packed FIFA 2027 World Cup stadium at night, with the deep blue and gold of the event's branding prominent in the lighting and decorations. The atmosphere is electric as Egyptians in the stands celebrate, waving the Egyptian flag and wearing their national team jerseys. The action on the field is intense, with Mohamed Salah, the Egyptian player, in mid-air, about to score a goal, his foot extended, as the New Zealand goalkeeper leaps to block the shot. The score is displayed prominently on the stadium's giant screens, highlighting Egypt's victory. The crowd is a sea of blue and white, with flags and banners waving wildly. The lighting is a mix of bright stadium lights and the golden glow of the evening sun setting behind the stadium. The camera is positioned low and dynamic, capturing the energy and emotion of the moment., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Salah_scores_to_help_Egypt_to_first_portrait_1782117683.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Salah_scores_to_help_Egypt_to_first_square_1782117682.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Salah_scores_to_help_Egypt_to_first_landscape_1782117684.png
"World Cup 2026: Lamine Yamal scores for Spain, highlights and reaction - BBC",Google News FIFA 2026,"Mon, 22 Jun 2026 05:58:54 GMT",https://news.google.com/rss/articles/CBMiYkFVX3lxTE43RjVGWlVIal96NTBwRmtzZEl0YXhFRkduNE15dHh2Wm9hdEUzU04ySzZ6aHlaRWd3UG5OZldKQ1RxdG8xT0hiaXN0LTduUHpMVlJpZ0xEemRWNFU4eGJ3d0FR?oc=5,85,90,80,80,95,result,Celebratory reaction to Spain's World Cup win,"World Cup 2026: Lamine Yamal scores for Spain, highlights and reaction - BBC","World Cup 2026: Lamine Yamal scores for Spain, highlights and reaction&nbsp;&nbsp;BBC",World Cup 2026: Lamine Yamal scores for ,,"A high-energy, breaking news scene with a blurred background of a packed stadium, illuminated by flashing camera lights and a giant screen displaying the match highlights. The atmosphere is electric, with fans waving flags and banners of Spain's deep blue and gold colors. A key frame of Lamine Yamal, the young Spanish player, is in the foreground, celebrating his goal with a triumphant gesture, surrounded by his teammates, who are all jumping for joy. The Spanish national flag is prominently displayed, waving high above the crowd. The scene is captured in a fast-paced, dynamic composition, with a shallow depth of field to emphasize the action and emotions. The lighting is a mix of natural and artificial, with a sense of movement and energy., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/World_Cup_2026__Lamine_Yamal_scores_portrait_1782117686.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/World_Cup_2026__Lamine_Yamal_scores_square_1782117685.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/World_Cup_2026__Lamine_Yamal_scores_landscape_1782117687.png
Mohamed Salah scores as Egypt beat New Zealand for first World Cup win - Al Jazeera,Google News FIFA 2026,"Mon, 22 Jun 2026 05:37:04 GMT",https://news.google.com/rss/articles/CBMirgFBVV95cUxQdGZKdE1FNGJuVXRqWWZ2VWxyNGZ4ZXBHbGhKMFE3MGNpVXVaZGNCQ0VldkQtTFdPLThuLTRUeWQ0MC1tY0w4dTN0NVlXRHhUd3VFZnhfQ3pxakMzb2xpNzBGWUg4VC1JWlBjbHdVRTRHOGxSaTVjMmU2VmNPZGIxaDljTkFERDdibFdVcDE4ekppWENPOHN5N1pMdzFraC12c2RHSFlQT2hlLVFSWnfSAbMBQVVfeXFMTUtCNDNpN0NrMDVzOGhHWklHaG1kVUU3dnk2RThEMF9IQndCaHdtNnBMRDgyZDNvdVBNRXBXTXVXbDlzOFVaVnJGTk1lZkRhcktrY2o1Z2R4NTVjcVF1RE5tazV4MExLWHdraVo5VDNxcnEtbGttd0hOZWc2bndsQk9Td2ppOUpGU0VKSXMzdlRwT083aDJlOGZjNktlUHRiNEZHcTBlZ2VvMGtSTGdQbG5XSDA?oc=5,85,90,80,80,90,result,Celebratory reaction to Egypt's World Cup win,Egypt Beats New Zealand in Thrilling World Cup Opener,"মহম্মদ সালাহ গোল করেছেন, যখন মিশর নিউজিল্যান্ডকে 2-1 গোলে হারিয়ে একবারেই তাদের প্রথম বিশ্বকাপ জয়ের ইতিহাস তৈরি করে। ম্যাচটি খেলার বল সন্ধানে ছিল, যখন মিশর হারাচ্ছিল থেকে মাঠের নেতৃত্ব নিয়েছিল।",মিশর ১ম বিশ্ব কাপ জিতেছে,WorldCup Egypt NewZealand FIFA2026 MohamedSalah Sports Football Soccer GlobalNews,"A high-energy, breaking news scene with a large crowd of fans celebrating in the background, waving Egyptian flags and donning blue and red national team jerseys, while in the foreground, a group of Egyptian players, including Mohamed Salah, in his national team jersey, lift the World Cup trophy in triumph, surrounded by a burst of confetti and a spotlight shining down on them, with a city skyline of New Zealand in the background, reflecting the colors of the setting sun, with deep blue and gold accents, emphasizing the excitement and triumph of the Egyptian team, with players embracing, screaming, and jumping in joy, capturing the electric atmosphere of a World Cup victory, with a sense of speed and movement, as if the moment is frozen in time., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Mohamed_Salah_scores_as_Egypt_beat__portrait_1782117689.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Mohamed_Salah_scores_as_Egypt_beat__square_1782117688.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Mohamed_Salah_scores_as_Egypt_beat__landscape_1782117691.png
Mohamed Salah delivers Egypt’s historic first World Cup win; Are Pharaohs on crash course with USMNT? - The Athletic - The New York Times,Google News FIFA 2026,"Mon, 22 Jun 2026 05:28:00 GMT",https://news.google.com/rss/articles/CBMitgFBVV95cUxPTUduU1hBMVlad3VhVGpvM2Q2cml4UUVrX0xoRDQ4NDJWQzZ1aHFtRlNVMFBieVNTYm9kQ0RzTmZ4eGRaWVlkZDNpdWdmbTlWcDgyM0RpVzM1SHV2c3pPbDYyQTlNbE1aNGQ3OWJIWnNpLWVIcHA4ZlJsc2VWcDJXM3FlNEEzT05kQVpKRmlJZGE0V2I1SHRBVkRYUWJSSVdNVHhFSVRRdmJBUkZDN2d2QXBSLWxJZw?oc=5,85,90,80,80,90,result,Celebratory reaction to Egypt's World Cup win and potential future match,"Egypt Wins Historic First World Cup, Eyes USMNT Showdown","মহম্মদ সালাহ মিশরকে তার প্রথমবারের মতো ফিফা বিশ্বকাপসূচীতে সেমি ফাইনাল পর্যন্ত নিয়ে এলেন, অনুসারীরা উচ্ছ্বসিত হলো। মিশরের ঐতিহাসিক জয়ের ফলে তাদের মার্কিন যুক্তরাষ্ট্র দলের বিরুদ্ধে ভবিষ্যতে একটি ম্যাচের কথা আবিষ্কার করলো। আবার জয় এনে দিতে পারবে না তারা?",মিশর ইতিহাস গঠনকারী ফিফা বিশ্বকাপ জেতে,Egypt WorldCup MohamedSalah USMNT FIFA Football Sports WorldFootball,"A vibrant, dynamic news poster with a golden frame and a deep blue background, reflecting the FIFA 2027 branding. The scene is set in a bustling city, with a sea of people celebrating and cheering in the streets, waving Egyptian flags and holding up signs with the name 'Egypt' in bold letters. In the foreground, a group of ecstatic fans are hugging and high-fiving each other, with one fan in the center holding up a giant Egyptian flag, while another fan is holding up a replica of Mohamed Salah's jersey. The atmosphere is electric, with confetti and balloons floating through the air. The action is fast-paced, with people moving quickly and enthusiastically. The lighting is bright and colorful, with a mix of natural and artificial light sources adding to the energy of the scene. The overall composition is balanced, with a clear focal point and a sense of depth and dimensionality., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Mohamed_Salah_delivers_Egypt_s_hist_portrait_1782117693.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Mohamed_Salah_delivers_Egypt_s_hist_square_1782117691.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Mohamed_Salah_delivers_Egypt_s_hist_landscape_1782117694.png
"Lamine Yamal SHINES, Cape Verde's DRAW, & more Matchday 11 ⭐️ 2026 FIFA World Cup™ Best Moments - FOX Sports",Google News FIFA 2026,"Mon, 22 Jun 2026 03:42:51 GMT",https://news.google.com/rss/articles/CBMiYkFVX3lxTE5vUHRudHJhYmZKRmpOckVzaDgzU3d0OVIyeTM2eF9BU2JRUzhaNHIyRUJfcEVpdXdmSXVqLVQ1OVhNSWNNTjdRX1Bzc2w1eGRlY0I0ZDVjZV8zblVfX2QzSEtn?oc=5,81,90,80,70,80,result,"Lamine Yamal shone in a draw for Cape Verde, along with other notable moments in Matchday 11 of the World Cup.",Lamine Yamal Shines in Thrilling Cape Verde Draw,"সেইজন্য পর্তুগালের বিরুদ্ধে কেপ ভার্ডির লামিন ইয়ামাল এক ম্যাচে আনন্দের কেন্দ্রবিন্দু হয়ে ওঠেন। এছাড়াও, ২০২৬ ফিফা ফুটবল বিশ্বকাপের ম্যাচডে ১১ এর কিছু অবিশ্বকাপ এ মুহূর্তগুলো দর্শকদের উদ্বেগের বিষয় হয়ে ওঠে। কেউ কেউ ম্যাচে বিজয়ী হবেন?",লামিন ইয়ামাল বিশ্বকাপে আলোকিত হচ্ছেন,FIFAWC2026 WorldCup Football LamineYamal CapeVerde Matchday11 FOXSports,"A dynamic, high-energy scene of a packed stadium at night with a large screen in the background displaying a live broadcast of a soccer match. The crowd is cheering, with fans dressed in Cape Verde's vibrant colors - green, yellow, and red - waving flags and banners. The lighting is dramatic, with bright stadium lights and a burst of flashbulbs illuminating the action on the pitch. Lamine Yamal, the young star player, is shown in mid-air, celebrating a goal with his arms raised in triumph. The atmosphere is electric, with confetti and balloons adding to the excitement. The FIFA 2027 branding is subtly integrated, with deep blue and gold accents throughout the scene. The composition is balanced, with the action on the pitch taking center stage., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Lamine_Yamal_SHINES__Cape_Verde_s_D_portrait_1782117696.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Lamine_Yamal_SHINES__Cape_Verde_s_D_square_1782117695.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Lamine_Yamal_SHINES__Cape_Verde_s_D_landscape_1782117697.png
Kevin Pina: The Man Who Scripted History For Cape Verde With A Long-Range Free-Kick - NDTV Sports,Google News FIFA 2026,"Mon, 22 Jun 2026 05:39:54 GMT",https://news.google.com/rss/articles/CBMizgFBVV95cUxNenRTUG1ndkMyeDBkdVVDTjQxUGJtOEF4cTRGVDdjcnR2Vk5rUFV1Sl9TQVFQSWFtVi1pdERVemlnck5zUjhnd1VFUDdGUmhKcVNZZ25yYTVRWU5IcEZyaHl6d0JqSFhLYjk3X3dNYmNERFB6SmMtSllfR29pRjlMbzlFWnNMVUw0Ym5LZVY2c1VmNUExRWg0T0duYVctU19NZFBoT0ZJTGNEX3h6RE4zY3JqQlVfMmo5Q3lJS04wMVBfVGp2SHkxTkU3T2FxUQ?oc=5,80,90,70,70,90,result,Celebratory reaction to Cape Verde's World Cup win,Cape Verde's Historic Win: Kevin Pina's Long-Range Free-Kick for Glory,কেভিন পিনার অত্যাশ্চর্য দূরত্বের ফ্রি-কিকের আসামী কেপ ভার্দের ঐতিহাসিক জয়ের জন্য ফিফা ২০২৬ বিশ্বকাপে। দলটির জয় তাদের ফুটবল ইতিহাসে একটি উল্লেখযোগ্য মুহূর্ত ঘটায়। পিনার গোলটি শ্রোতাদের বিপুল আনন্দে উদ্দীপিত করে এবং সঙ্গীদের সঙ্গেও।,কেপ ভার্দে ফিফা দশম বিশ্বকাপ জিতেছে,CapeVerde FIFA2026 WorldCup Football KevinPina LongRangeFreeKick HistoricWin FootballHistory Sports,"A vibrant, action-packed news poster with an electric atmosphere, capturing the historic moment of Cape Verde's FIFA 2027 World Cup win. A deep blue background with gold accents, reminiscent of the FIFA 2027 branding, sets the tone for the excitement. In the foreground, a large, dramatic image of Kevin Pina, the star player, unleashing a powerful long-range free-kick, with the ball soaring through the air towards the top corner of the goal. The scene is set in a packed stadium, with fans waving the Cape Verde flag and cheering in the background. The crowd is a swirling mix of colors, with the national flag prominently displayed. The composition is dynamic, with Pina's figure at the center, surrounded by a flurry of motion and energy. The lighting is bright and intense, with a sense of urgency and drama. In the top-right corner, a gold-framed banner reads 'BREAKING NEWS', with bold, dynamic lines and shapes. The overall mood is one of triumph and celebration, with a sense of history being made., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Kevin_Pina__The_Man_Who_Scripted_Hi_portrait_1782117700.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Kevin_Pina__The_Man_Who_Scripted_Hi_square_1782117698.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Kevin_Pina__The_Man_Who_Scripted_Hi_landscape_1782117701.png
"Cape Verde cause latest WC shock, deny Uruguay",ESPN Soccer,"Mon, 22 Jun 2026 04:03:14 EST",https://www.espn.com/soccer/story/_/id/49139293/cape-verde-uruguay-2026-world-cup-upset,79,90,60,90,80,result,"Cape Verde causes latest WC shock, deny Uruguay","Cape Verde Pulls off Major WC Upset, Denies Uruguay","কেপ ভার্দির প্রথম বিশ্বকাপের মাধ্যমে তার অদ্ভুত শুরু শেষ হয়নি। তার বিপরীতে, একটি রোমাঞ্চকর ম্যাচে তারা উরুগুয়েকে হারিয়ে আরেকটি বিপর্যয় সৃষ্টি করেছে।",কেপ ভার্দে বড় বিজয় পায়,WC2026 CapeVerde Uruguay Soccer WorldCup Football Upset Sports,"FIFA World Cup 2027 football match scene, result moment, professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Cape_Verde_cause_latest_WC_shock__d_portrait_1782117703.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Cape_Verde_cause_latest_WC_shock__d_square_1782117702.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Cape_Verde_cause_latest_WC_shock__d_landscape_1782117704.png
"Sources: B. Tkachuk to Panthers, joins brother",ESPN Top,"Mon, 22 Jun 2026 00:23:26 EST",https://www.espn.com/nhl/story/_/id/49138139/panthers-acquire-brady-tkachuk-senators-sources-say,76,90,50,80,90,transfer,Blockbuster trade of Brady Tkachuk to Panthers,Tkachuk Brothers Unite in Blockbuster Panthers Trade,অটোয়া সেন্টোরিজ দলের অ্যাক্সপ্রাইস Brady Tkachukকে ফ্লোরিডা প্যানথার্সকে ট্রেড করা হয়েছে। সবুজ বাম ফ্লাইটার বিপথগামী হয়েছে তার ভাই Matthew এর সাথে দুবার স্ট্যানলি কাপ চ্যাম্পিয়নশিপ দলে। প্যানথার্স Tkachukকে নিশ্চিত করার জন্য ট্রেডের আগে একাধিক ড্রাফট পাইক দিয়েছে।,ট্যাকাচুক ভাইদের একত্রিত হয়,Panthers Senators NHL TkachukBrothers Trade Hockey Florida Ottawa,"An action-packed news poster with a breaking news headline, set in a bright and vibrant sports newsroom atmosphere. A wide-angle shot of a giant screen displaying a news ticker with a deep blue and gold background, resembling the FIFA 2027 branding. A photo of Brady Tkachuk, dressed in his Panthers jersey, is centered on the poster with a shocked expression as he shakes hands with his brother Matthew Tkachuk in Senators gear, in the midst of a chaotic newsroom. The two players are surrounded by cheering reporters, camera crews, and a swarm of papers and pens flying through the air, creating a dynamic and energetic scene. The light is bright and warm, highlighting the excitement and drama of the blockbuster trade. Team flags are draped in the background, with the Panthers' flag prominent and the Senators' flag visible in the top left corner. The overall composition is fast-paced and engaging, conveying the high-energy atmosphere of breaking news., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Sources__B__Tkachuk_to_Panthers__jo_portrait_1782117706.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Sources__B__Tkachuk_to_Panthers__jo_square_1782117705.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Sources__B__Tkachuk_to_Panthers__jo_landscape_1782117707.png
🏒 Grading the Brady Tkachuk blockbuster,ESPN Top,"Mon, 22 Jun 2026 00:23:26 EST",https://www.espn.com/nhl/story/_/id/49116941/nhl-2026-offseason-trade-grades-deals-report-cards-top-players-prospects-biggest-deals,76,90,50,80,90,other,In-depth analysis of Brady Tkachuk trade,🏒 Grading the Brady Tkachuk blockbuster,The summer trade season is heating up! Find grades for each GM involved in all the big swaps here.,🏒 Grading the Brady Tkachuk blockbuster,,"A dramatic, high-energy news poster with a bold, bright, and electrifying atmosphere. The scene is set in a bustling sports newsroom with a blurred cityscape in the background, emphasizing the breaking news feel. A large, deep blue background with gold accents, matching the FIFA 2027 branding, dominates the composition. In the foreground, a close-up action shot of a hockey player, Brady Tkachuk, with a determined expression, is the focal point. His hockey equipment and jersey are a mix of Canadian and Ottawa Senators colors, reflecting his nationality and team. The lighting is dynamic, with a mix of warm and cool tones, creating a sense of tension and excitement. The overall mood is one of urgency and surprise, conveying the importance of the breaking news., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/__Grading_the_Brady_Tkachuk_blockbu_portrait_1782117710.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/__Grading_the_Brady_Tkachuk_blockbu_square_1782117708.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/__Grading_the_Brady_Tkachuk_blockbu_landscape_1782117711.png
Ogwumike's shot lifts Sparks on 'emotional' night,ESPN Top,"Mon, 22 Jun 2026 00:23:26 EST",https://www.espn.com/wnba/story/_/id/49141150/ogwumike-3-pointer-buzzer-sends-sparks-liberty,75,80,70,70,80,result,Clutch 3-pointer by Nneka Ogwumike sends Sparks past Liberty,Ogwumike's shot lifts Sparks on 'emotional' night,Nneka Ogwumike's 3-pointer at the buzzer sent the Sparks past the Liberty on Sunday night in a rematch of the first WNBA game in 1997.,Ogwumike's shot lifts Sparks on 'emotion,,"A dramatic, dynamic, and high-energy basketball game scene with the Los Angeles Sparks in a bright arena lit by flashing LED lights and colorful spotlights, casting a warm glow on the court. The atmosphere is electric and the crowd is cheering wildly as a player leaps into the air to release a game-winning shot. Nneka Ogwumike is the center of attention, with her teammates and opponents frozen in a moment of anticipation. The deep blue and gold colors of the Sparks jersey stand out amidst the vibrant court and the Liberty team's white and pink uniforms. The air is filled with confetti and the sound of cheering as the Sparks' fans celebrate in the stands., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Ogwumike_s_shot_lifts_Sparks_on__em_portrait_1782117713.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Ogwumike_s_shot_lifts_Sparks_on__em_square_1782117712.png,/home/mahir/Desktop/OFLO/News_Agent-main (Copy)/posters/Ogwumike_s_shot_lifts_Sparks_on__em_landscape_1782117714.png
