title,source,published,link,rank_score,viral_score,relevance_score,breaking_score,engagement_score,category,why,headline,ai_summary,poster_text,hashtags,image_prompt,poster_portrait,poster_square,poster_landscape
'My word!' - Ashour's long-range strikes put Egypt ahead,BBC Sport Football,"Mon, 15 Jun 2026 20:08:57 GMT",https://www.bbc.com/sport/football/videos/c9v2p9vp1vno?at_medium=RSS&at_campaign=rss,94,95,90,100,95,result,Emam Ashour's long-range strike gave Egypt an early lead against Belgium in the 2026 World Cup.,Egypt Stun Belgium with Long-Range Wonder Goal,ইমাম আশুরের বিশ্বকাপের একটি অদ্ভুত গোল দিয়ে মিশর বেলজিয়ামের বিপক্ষে আগের দিকে নেতৃত্ব দিয়েছে। মিশরীয় ক্রীড়াবিদের একটি অনন্য দূরবর্তী শ্যুট ছিল যা রণভূমিতে চলমান জনতাকে সোজা করে দিয়েছিল। মিশরের গ্রুপ জি ম্যাচ বেলজিয়ামের বিপক্ষে তাপে মাঠ দিচ্ছে।,মিসর দূরত্বের একটি গোলে বেলজিয়ামকে চাক্কেট দিয়েছে,Egypt Belgium WorldCup Soccer Football Sports Goal MatchDay FootballNews 2026WorldCup,"A dramatic, high-energy news poster for a soccer stadium with a packed crowd, intense lighting, and a sense of electrifying excitement. The scene captures the exact moment when Emam Ashour scores a stunning long-range goal for Egypt against Belgium, with the Egyptian national flag waving proudly in the stands and the Belgian team's faces of shock and disappointment. The stadium's scoreboard displays the score, with the Egyptian team's logo prominently featured in their team colors, deep blue and white. The background is a blurred, frenetic mix of fans waving flags and arms in the air. The composition is dynamic, with the action shot of the goal being the central focus, and the crowd reacting in a frenzy of color and movement. The lighting is bright, with bold shadows accentuating the emotions of the moment. The overall mood is one of shock, awe, and celebration., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/_My_word_____Ashour_s_long_range_st_portrait_1781642050.png,/home/mahir/Desktop/News_Agent-main/posters/_My_word_____Ashour_s_long_range_st_square_1781642048.png,/home/mahir/Desktop/News_Agent-main/posters/_My_word_____Ashour_s_long_range_st_landscape_1781642052.png
Tunisia sack Lamouchi just one game into World Cup,BBC Sport Football,"Tue, 16 Jun 2026 06:43:19 GMT",https://www.bbc.com/sport/football/articles/cp8rldpky7wo?at_medium=RSS&at_campaign=rss,90,90,90,90,95,injury,Tunisia sacked their manager just one game into the World Cup.,Tunisia Sack Manager Sabri Lamouchi on World Cup Eve,টিউনিশিয়া বিশ্বকাপের একমাত্র খেলায় ম্যানেজার সাব্রি লামুচি নিয়োগ বাতিল করেছে। তাকে মরোক্কো ও সৌদি আরবের সাবেক ম্যানেজার হার্ভে রেনার্ড দ্বারা প্রতিস্থাপিত করা হয়েছে। এই সিদ্ধান্তের কারণে আর অনেকেই হতাশ।,টিউনিশিয়া ম্যানেজারদের ক্রমাগত চাকরি থেকে বরখাস্ত করে,Tunisia WorldCup Football SabriLamouchi HerveRenard Morocco SaudiArabia TunisiaFC,"A frantic, high-energy breaking news scene at the FIFA 2027 World Cup stadium with the Tunisian national team in the background, wearing their deep blue and white jerseys with gold accents. The Tunisian flag waves proudly on the field, while a sense of urgency and chaos unfolds as the news of Sabri Lamouchi's firing spreads among the fans and players. The stadium lights shine bright, with a warm golden glow on the players and a deep blue hue on the flags and the Tunisian jersey. The image should capture the intensity and passion of the fans, with people jumping, pointing, and screaming in shock. The action should be centered on a group of players, coaches, and staff rushing to the sidelines, looking worried and stunned. The atmosphere should be electric, with a sense of drama and unpredictability. The composition should be dynamic, with the players and fans creating a sense of movement and energy. The lighting should be dramatic, with deep shadows and highlights that add to the sense of tension and excitement., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Tunisia_sack_Lamouchi_just_one_game_portrait_1781642056.png,/home/mahir/Desktop/News_Agent-main/posters/Tunisia_sack_Lamouchi_just_one_game_square_1781642054.png,/home/mahir/Desktop/News_Agent-main/posters/Tunisia_sack_Lamouchi_just_one_game_landscape_1781642058.png
'He's the story' - Vozinha's epic goalkeeping display thwarts Spain,BBC Sport Football,"Mon, 15 Jun 2026 18:12:30 GMT",https://www.bbc.com/sport/football/videos/c75y6gp1qyyo?at_medium=RSS&at_campaign=rss,88,90,90,80,90,result,Cape Verde's goalkeeper Vozinha produces an epic goalkeeping display to thwart Spain.,Vozinha the Wall: Cape Verde Goalkeeper Foils Spain,স্পেনের বিপক্ষে গ্রুপ এইচ-এর ম্যাচে তাদের ২০২৬ ফিফা বিশ্বকাপে ০-০ গোলের সমতা নিয়ে আসার জন্য কেপ ভার্ডির গোলরক্ষক ভোজিনার কাজ ছিল অলৌকিক। ভোজিনা ইতিহাস লিখেছেন স্পেনের আক্রমণের প্রচেষ্টা বাধাগ্রস্ত করে গুরুত্বপূর্ণ সেভের কারণে। এর ফলে কেপ ভার্ডিকে তাদের বিশ্বকাপে একটি গুরুত্বপূর্ণ পয়েন্ট প্রাপ্ত হয়।,ভোজিনহা ফোয়াল স্পেন,worldcup football goalkeeper Vozinha CapeVerde Spain 2026WorldCup GroupH result draw,"A high-energy, breaking news poster with a dynamic composition featuring the dramatic moment when Cape Verde's goalkeeper Vozinha leaps to make an incredible save against Spain. The scene is set in a packed stadium with bright floodlights illuminating the action on a deep blue background, with the deep blue and gold colors of FIFA 2027 subtly integrated into the design. The atmosphere is electric, with the crowd erupting in the foreground as the ball flies just inches from the crossbar. The Spanish team's colors, red and yellow, clash with the Cape Verdean team's green and yellow, creating a visually striking contrast. The national flags of both countries are proudly displayed in the top-left and top-right corners. The focus is on Vozinha's outstretched glove, his facial expression a mix of concentration and determination. The action is frozen in time, capturing the drama and tension of the moment., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/_He_s_the_story____Vozinha_s_epic_g_portrait_1781642061.png,/home/mahir/Desktop/News_Agent-main/posters/_He_s_the_story____Vozinha_s_epic_g_square_1781642059.png,/home/mahir/Desktop/News_Agent-main/posters/_He_s_the_story____Vozinha_s_epic_g_landscape_1781642063.png
Just's rise from Austrian second tier to World Cup breakout star,BBC Sport Football,"Tue, 16 Jun 2026 15:09:34 GMT",https://www.bbc.com/sport/football/articles/cr7pr9j23dyo?at_medium=RSS&at_campaign=rss,87,80,100,80,90,result,The rapid rise of Elijah Just from the Austrian second tier to the World Cup is a blockbuster story.,From Austria's second tier to World Cup star: Elijah Just's rise,বিবিসি স্কটল্যান্ড এলিয়াস জাস্টের দ্রুত উচ্চতর দক্ষতার যাত্রায় ক্রিয়াশীল অবস্থান থেকে মোদারউয়েলের মধ্যকার আক্রমণাত্মক মিডফিল্ডার থেকে উল্লেখযোগ্য মোকাবিলায় ছুটে এসেছেন। অস্ট্রিয়ার দ্বিতীয় বিভাগ থেকে ফুটবলের সবচেয়ে বড় পর্দায় একটি ব্লকবাস্টার গল্প। জাস্ট বিশ্বকাপে নিউজিল্যান্ডকে প্রতিনিধিত্ব করার জন্য প্রস্তুত।,ইলিয়াহ জাস্টের বিশ্বকাপ উত্থান,worldcup newzealandfootball cinderellastory austrianfootball motherwellfc elijahjust worldcupstory footballbreakout,"A high-energy, dynamic breaking news poster with a bold and dramatic feel, capturing the rapid rise of Elijah Just from Austria's second tier to the World Cup. The scene is set at a stadium with a packed crowd, cheering and waving flags of New Zealand and Austria. Elijah Just is at the center, running with the ball, as Chris Wood of New Zealand attempts to tackle him. The background is a blurred blur of golden light, with a deep blue sky and a few clouds. The composition is dynamic, with the players in motion, and the flags waving in the wind. The lighting is dramatic, with a mix of warm and cool tones, highlighting the emotions and intensity of the moment. The overall atmosphere is electric, with a sense of excitement and urgency. The colors are vibrant, with the deep blue and gold of FIFA 2027 branding prominent in the design., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Just_s_rise_from_Austrian_second_ti_portrait_1781642066.png,/home/mahir/Desktop/News_Agent-main/posters/Just_s_rise_from_Austrian_second_ti_square_1781642065.png,/home/mahir/Desktop/News_Agent-main/posters/Just_s_rise_from_Austrian_second_ti_landscape_1781642068.png
Saudi Arabia hold off relentless Uruguay to earn draw,BBC Sport Football,"Tue, 16 Jun 2026 01:03:54 GMT",https://www.bbc.com/sport/football/videos/cvgedzwp21wo?at_medium=RSS&at_campaign=rss,87,80,100,80,90,result,Saudi Arabia's draw against two-time world champions Uruguay is a major World Cup story.,Saudi Arabia hold off relentless Uruguay to earn draw,Saudi Arabia hold firm against relentless pressure to earn a 1-1 draw against two-time world champions Uruguay in their Group H opener at the Miami Stadium.,Saudi Arabia hold off relentless Uruguay,,"A thrilling, high-energy image of a soccer stadium at dusk, with a floodlit field and a packed, cheering crowd in the background. In the foreground, a dynamic composition of Saudi Arabian and Uruguayan players in mid-action, with the Saudi players in their green and white uniforms, and the Uruguayan players in their sky blue shirts. The Saudi Arabian flag is prominently displayed on the field, and the Uruguayan flag is visible on the sidelines. The lighting is dramatic, with warm hues of sunset casting a golden glow over the scene. The stadium's scoreboard in the background displays the score, with the deep blue and gold colors of FIFA 2027 branding prominently featured. The atmosphere is electric, with confetti and balloons in the air, and the crowd is on the edge of their seats, cheering and waving their flags., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Saudi_Arabia_hold_off_relentless_Ur_portrait_1781642072.png,/home/mahir/Desktop/News_Agent-main/posters/Saudi_Arabia_hold_off_relentless_Ur_square_1781642071.png,/home/mahir/Desktop/News_Agent-main/posters/Saudi_Arabia_hold_off_relentless_Ur_landscape_1781642074.png
"VAR official says hand gesture was 'involuntary, subconscious twitch'",BBC Sport Football,"Mon, 15 Jun 2026 22:29:29 GMT",https://www.bbc.com/sport/football/articles/c0ryzjl1jlyo?at_medium=RSS&at_campaign=rss,85,90,80,80,90,result,VAR official Shaun Evans denies making a deliberate hand gesture.,VAR Official Denies Intentional Hand Gesture,"ভিডিও সহায়ক প্রেক্ষপতি শন ইভান্স বলেছেন, তার হাত হাঁটু ছিল 'অজ্ঞাতপক্ষে, স্বল্পবোধিতা হাঁটু।' সে এই হাঁটু করেছে বা কোনো বার্তা বোঝাই না বলে অস্বীকার করেছে।","ভিআর এর একজন অফিসিয়াল নিশ্চিত করেছেন, এই হাত চালনা করা ছিল না।",VAR Football Controversy Referee HandGesture BBCSport FootballNews,"A high-energy breaking news scene at a FIFA 2027 stadium on a sunny day with a light cloud background, an intense atmosphere with people screaming and holding their heads in shock. A close-up of a stunned Shaun Evans, the VAR official, in the center of the frame with a mix of anger and confusion on his face, gesturing with his hands in mid-air as if explaining something. His body is slightly turned to the camera with a dynamic pose, as if he's about to make a statement. The stadium's deep blue seats and gold accents are visible in the background, with a hint of a packed crowd and flags waving in the stands. The overall composition is balanced with a shallow depth of field, emphasizing Shaun's reaction. The lighting is bright and natural, with a slight golden hour tone to give it a sense of urgency. The energy in the scene is palpable, with a sense of drama and controversy., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/VAR_official_says_hand_gesture_was__portrait_1781642078.png,/home/mahir/Desktop/News_Agent-main/posters/VAR_official_says_hand_gesture_was__square_1781642076.png,/home/mahir/Desktop/News_Agent-main/posters/VAR_official_says_hand_gesture_was__landscape_1781642080.png
Scotland captain Weir joins Champions League runners-up Lyon,BBC Sport Football,"Tue, 16 Jun 2026 10:18:31 GMT",https://www.bbc.com/sport/football/articles/cq61ye3g59yo?at_medium=RSS&at_campaign=rss,85,90,80,80,90,announcement,Scotland captain Caroline Weir joins French champions Lyon.,Scotland's Caroline Weir Joins French Champions Lyon,"স্কটল্যান্ডের অধিনায়ক ক্যারোলাইন ওয়াইর ফরাসি চ্যাম্পিয়ন লিয়নের সাথে তিন বছরের কন্ট্রাক্ট স্বাক্ষর করেছেন, রিয়াল মাদ্রিদ ছেড়ে দিয়েছেন। মধ্যমাঠের খেলোয়াড় গিয়ের স্পেনীয় ক্লাবের জন্য গত মৌসুমে ১৪ টি ম্যাচ খেলেছেন। ওয়াইরের লিয়নে চলে যাওয়ার ঘোষণা দেয়ার ফলে দলের শিরোপা রক্ষার লক্ষ্য সহজ হবে।",ক্যারোলিন ওয়েয়ার লিয়নে যোগদান করেন,Scotland Lyon CarolineWeir WomenInSports ChampionsLeague Football WomenFootball FrenchChampions RealMadrid TransferRumor,"A dynamic, high-energy scene of a stadium packed with cheering fans, with a large video screen in the background displaying a breaking news alert in gold and deep blue, the colors of FIFA 2027. The screen shows a graphic of a football player, Caroline Weir, in action, with a gold trophy and the Lyon logo prominently displayed. Caroline Weir, Scotland's captain, is seen in mid-motion, celebrating a goal, with the French national flag waving in the background, and the Lyon team colors of red and white dominating the scene. The atmosphere is electric, with confetti and balloons floating through the air, and the crowd's cheers and applause echoing throughout the stadium., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Scotland_captain_Weir_joins_Champio_portrait_1781642084.png,/home/mahir/Desktop/News_Agent-main/posters/Scotland_captain_Weir_joins_Champio_square_1781642082.png,/home/mahir/Desktop/News_Agent-main/posters/Scotland_captain_Weir_joins_Champio_landscape_1781642087.png
Tuchel's defensive gambles and what do they say about Alexander-Arnold?,BBC Sport Football,"Tue, 16 Jun 2026 18:01:51 GMT",https://www.bbc.com/sport/football/articles/cy4ev318qd2o?at_medium=RSS&at_campaign=rss,84,95,80,70,85,transfer,Trent Alexander-Arnold snubbed by Thomas Tuchel despite high-risk defensive selection for World Cup.,Tuchel's Risky World Cup Gamble Exposed by Injury Blow,ইংল্যান্ডের ম্যানেজার থমাস টুচেলের ডিফেন্সিভ সিলেকশন টিনো লিভ্রামেন্টোর আঘাতের পর ব্যর্থতায় পর্যবাচক হয়েছে। ট্রেন্ট আলেকজান্ডার-আর্নল্ডকে দ্বিতীয়বার বাদ দেওয়া হয়েছে। কি লিভারপুলের নক্ষত্রের ভবিষ্যত বলে?,টুচেলের বিশ্বকাপের গেমব্লেড,WorldCup England TrentAlexanderArnold ThomasTuchel TinoLivramento Brighton TottenhamHotspur Football,"A high-energy, action-packed scene depicting a World Cup newsroom in chaos, with a large TV screen displaying the breaking news headline in the background. A blurred crowd of reporters and camera crews rush towards the screen, with a few individuals pointing or reacting in shock. The atmosphere is tense and urgent, with a deep blue and gold color scheme reflecting the FIFA 2027 branding. A large national flag of England hangs from the ceiling, waving in the wind. The composition is dynamic, with multiple focal points drawing the viewer's attention. Strong, dramatic lighting highlights the chaos, with a mix of warm and cool tones creating a sense of drama and urgency. In the foreground, a photographer takes a photo of a distraught Thomas Tuchel, with Trent Alexander-Arnold and Tino Livramento visible in the background, looking stunned and disappointed., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Tuchel_s_defensive_gambles_and_what_portrait_1781642091.png,/home/mahir/Desktop/News_Agent-main/posters/Tuchel_s_defensive_gambles_and_what_square_1781642089.png,/home/mahir/Desktop/News_Agent-main/posters/Tuchel_s_defensive_gambles_and_what_landscape_1781642093.png
Spurs agree £52m Van Hecke deal with Brighton,BBC Sport Football,"Tue, 16 Jun 2026 19:28:37 GMT",https://www.bbc.com/sport/articles/cpwez2pg8x1o?at_medium=RSS&at_campaign=rss,83,90,80,80,80,transfer,Tottenham Hotspur agrees £52m deal for Netherlands World Cup defender Jan Paul van Hecke.,Tottenham Land Jan van Hecke in £52m Brighton Swoop,"টটেনহ্যাম হটস্পার বাইরণহিলের সাথে ৫২ মিলিয়ন পাউন্ডের একটি চুক্তি করেছে নেদারল্যান্ডসের বিশ্বকাপের রক্ষক জ্যান পল ভ্যান হেকেকের সাথে স্বাক্ষর করেছে। তার বয়স ২৩ বছর, এবং সে ইতিমধ্যেই প্রিমিয়ার লীগে অভূতপূর্ব অবদান রেখেছেন এবং এখন তিনি উত্তর লন্ডন ক্লাবে যোগ দেবেন। ভ্যান হেকেকের ট্রান্সফার স্পার্সের জন্য একটি উল্লেখযোগ্য সাফল্য।",টটেনহ্যাম হেকে নিয়োগ করেছে,Tottenham Brighton PremierLeague TransferNews Football Netherlands WorldCup JanPaulVanHecke PremierLeagueTransfer,"A dynamic, high-energy news poster in the style of a breaking sports news headline. The image captures the excitement of the moment, with a blurred background of stadium seats and sports journalists, conveying a sense of urgency and importance. In the foreground, a massive image of Tottenham Hotspur's new signing, Jan Paul van Hecke, is prominent, with the Dutch national flag visible on his jersey. The image is bathed in a bright, golden light, with the deep blue of the FIFA 2027 branding subtly integrated into the design. The composition is dynamic, with a sense of movement and action, as if the player is about to celebrate a goal or make a crucial tackle. The overall mood is one of triumph and excitement, with the viewer feeling like they are part of a historic moment in football., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Spurs_agree__52m_Van_Hecke_deal_wit_portrait_1781642097.png,/home/mahir/Desktop/News_Agent-main/posters/Spurs_agree__52m_Van_Hecke_deal_wit_square_1781642095.png,/home/mahir/Desktop/News_Agent-main/posters/Spurs_agree__52m_Van_Hecke_deal_wit_landscape_1781642099.png
Lukaku's instant impact for Belgium's equaliser,BBC Sport Football,"Mon, 15 Jun 2026 20:50:34 GMT",https://www.bbc.com/sport/football/videos/cx2wex07rn6o?at_medium=RSS&at_campaign=rss,83,80,90,80,80,result,"Belgium's equalising goal, with Romelu Lukaku's instant impact, has World Cup fans buzzing.",Lukaku's instant impact for Belgium's equaliser,"Romelu Lukaku has an instant impact for Belgium as he plays a key part in their equalising goal against Egypt in Seattle, just 22 seconds after coming off the bench.",Lukaku's instant impact for Belgium's eq,,"A high-energy, breaking news poster image featuring a dramatic, action-packed scene. A packed stadium with a frenzy of fans in red, yellow, and green (Egyptian colors) and sky blue (Belgian colors) jerseys, waving national flags and cheering wildly. In the foreground, Romelu Lukaku is seen celebrating, fists raised, as he scores the equalizing goal for Belgium. The camera is positioned at a low angle, capturing the intensity of the moment. The lighting is bright, with a shallow depth of field to emphasize the action. The FIFA 2027 branding colors, deep blue and gold, are subtly incorporated into the scene through highlights, accents, and possibly a ribbon or banner in the top-left or bottom-right corner. The atmosphere is electric, with a sense of urgency and excitement. The composition is dynamic, with movement and energy radiating from the center of the image., professional sports editorial photography, FIFA World Cup 2027 branding, dynamic stadium lighting, packed crowd atmosphere, 8K ultra-detailed, sharp focus, photorealistic, high contrast, vibrant colors, cinematic composition, golden hour lighting",/home/mahir/Desktop/News_Agent-main/posters/Lukaku_s_instant_impact_for_Belgium_portrait_1781642103.png,/home/mahir/Desktop/News_Agent-main/posters/Lukaku_s_instant_impact_for_Belgium_square_1781642101.png,/home/mahir/Desktop/News_Agent-main/posters/Lukaku_s_instant_impact_for_Belgium_landscape_1781642104.png
